MoveType,Date,ReportingOwner,Form,TransactionType,DirectOrIndirect,NumberOfSecuritiesTransacted,NumberOfSecuritiesOwned,LineNumber,OwnerCIK,SecurityName
D,05/26/2023 00:00:00,Hansen Carl L. G.,4,M-Exempt,--D,56125,6501441,3,0001834412,Share option (right to buy)
A,05/26/2023 00:00:00,Hansen Carl L. G.,4,M-Exempt,--D,56125,561250,1,0001834412,Common Shares
A,05/26/2023 00:00:00,Booth Andrew,4,P-Purchase,--D,14500,153000,1,0001834411,Common Shares
A,05/26/2023 00:00:00,Thermopylae Holdings Ltd.,4,P-Purchase,--D,153000,56012493,1,0001834449,Common Shares
D,05/05/2023 00:00:00,Lecault Veronique,4,M-Exempt,--D,250000,3142689,5,0001834418,Share option (right to buy)
A,05/05/2023 00:00:00,Lecault Veronique,4,M-Exempt,--D,250000,2020122,1,0001834418,Common Shares
D,02/22/2023 00:00:00,Hansen Carl L. G.,4,M-Exempt,--D,56125,6557566,3,0001834412,Share option (right to buy)
A,02/22/2023 00:00:00,Hansen Carl L. G.,4,M-Exempt,--D,56125,505125,1,0001834412,Common Shares
D,12/20/2022 00:00:00,Booth Andrew,4,M-Exempt,--D,50000,5820481,4,0001834411,Share option (right to buy)
D,12/20/2022 00:00:00,Booth Andrew,4,G-Gift,--D,50000,138500,2,0001834411,Common shares
A,12/20/2022 00:00:00,Booth Andrew,4,M-Exempt,--D,50000,188500,1,0001834411,Common Shares
A,12/16/2022 00:00:00,Thermopylae Holdings Ltd.,4,P-Purchase,--D,85102,55859493,1,0001834449,Common Shares
A,12/01/2022 00:00:00,Lo Andrew,4,A-Award,--D,47231,138556,1,0001679076,Share Option (right to buy)
A,12/01/2022 00:00:00,Hayden Michael R,4,A-Award,--D,47231,497045,1,0001352908,Share Option (right to buy)
A,12/01/2022 00:00:00,Montalbano John S.,4,A-Award,--D,47231,627045,1,0001834423,Share option (right to buy)
A,12/01/2022 00:00:00,Lecault Veronique,4,A-Award,--D,462535,3392689,1,0001834418,Share Options (right to buy)
A,12/01/2022 00:00:00,Stimart Tryn,4,A-Award,--D,346901,2658381,1,0001834424,Share Options (right to buy)
A,12/01/2022 00:00:00,Booth Andrew,4,A-Award,--D,485661,5870481,1,0001834411,Share Options (right to buy)
A,12/01/2022 00:00:00,Hansen Carl L. G.,4,A-Award,--D,925069,6613691,1,0001834412,Share Options (right to buy)
D,11/18/2022 00:00:00,Hansen Carl L. G.,4,M-Exempt,--D,56125,5688622,3,0001834412,Share option (right to buy)
A,11/18/2022 00:00:00,Hansen Carl L. G.,4,M-Exempt,--D,56125,449000,1,0001834412,Common Shares
D,10/31/2022 00:00:00,Thermopylae Holdings Ltd.,4,G-Gift,--D,70000,55774391,1,0001834449,Common Shares
A,08/19/2022 00:00:00,Thermopylae Holdings Ltd.,4,P-Purchase,--D,200000,55844391,1,0001834449,Common Shares
D,08/18/2022 00:00:00,Hansen Carl L. G.,4,M-Exempt,--D,56125,5744747,3,0001834412,Share option (right to buy)
A,08/18/2022 00:00:00,Hansen Carl L. G.,4,M-Exempt,--D,56125,392875,1,0001834412,Common Shares
A,06/14/2022 00:00:00,Thermopylae Holdings Ltd.,4,P-Purchase,--D,9173,55644391,2,0001834449,Common Shares
A,06/13/2022 00:00:00,Thermopylae Holdings Ltd.,4,P-Purchase,--D,54915,55635218,1,0001834449,Common Shares
A,06/06/2022 00:00:00,Thermopylae Holdings Ltd.,4,P-Purchase,--D,64545,55580303,1,0001834449,Common Shares
D,05/18/2022 00:00:00,Hansen Carl L. G.,4,M-Exempt,--D,56125,5800872,3,0001834412,Share option (right to buy)
A,05/18/2022 00:00:00,Hansen Carl L. G.,4,M-Exempt,--D,56125,336750,1,0001834412,Common Shares
A,05/16/2022 00:00:00,Lecault Veronique,4,P-Purchase,--D,200000,1770122,1,0001834418,Common Shares
A,05/13/2022 00:00:00,Thermopylae Holdings Ltd.,4,P-Purchase,--D,300000,55515758,1,0001834449,Common Shares
A,05/12/2022 00:00:00,Thermopylae Holdings Ltd.,4,P-Purchase,--D,1408468,55215758,1,0001834449,Common Shares
A,05/12/2022 00:00:00,Booth Andrew,4,P-Purchase,--D,85000,138500,1,0001834411,Common Shares
A,03/04/2022 00:00:00,Montalbano John S.,4,P-Purchase,--D,10000,56000,1,0001834423,Common Shares
A,03/01/2022 00:00:00,Montalbano John S.,4,P-Purchase,--D,20000,46000,1,0001834423,Common Shares
A,02/28/2022 00:00:00,Lecault Veronique,4,P-Purchase,--D,230789,1570122,1,0001834418,Common Shares
D,02/22/2022 00:00:00,Hansen Carl L. G.,4,M-Exempt,--D,56125,5856997,3,0001834412,Share option (righ
