MoveType,Date,ReportingOwner,Form,TransactionType,DirectOrIndirect,NumberOfSecuritiesTransacted,NumberOfSecuritiesOwned,LineNumber,OwnerCIK,SecurityName
D,06/09/2023 00:00:00,GOODWIN DEANNA L,4,S-Sale,--D,112000,99532,2,0001730316,Common Stock
D,06/09/2023 00:00:00,Franklin Roy A.,4,S-Sale,--D,8000,68870,2,0001866150,Common Stock
A,06/08/2023 00:00:00,STICE J MICHAEL,4,A-Award,--D,24964,28202,1,0001497306,Common Stock
A,06/08/2023 00:00:00,Sterin Steven,4,A-Award,--D,24964,243144,1,0001340482,Common Stock
A,06/08/2023 00:00:00,Ogunlesi Adebayo O.,4,A-Award,--D,24964,1676180,1,0001481450,Common Stock
A,06/08/2023 00:00:00,Moraeus Hanssen Maria,4,A-Award,--D,24964,28202,1,0001829422,Common Stock
A,06/08/2023 00:00:00,Grant John Douglas Kelso,4,A-Award,--D,24964,28202,1,0001968752,Common Stock
A,06/08/2023 00:00:00,GOODWIN DEANNA L,4,A-Award,--D,24964,211532,1,0001730316,Common Stock
A,06/08/2023 00:00:00,Franklin Roy A.,4,A-Award,--D,24964,76870,1,0001866150,Common Stock
D,06/07/2023 00:00:00,Franklin Roy A.,4,F-InKind,--D,103,51906,1,0001866150,Common Stock
D,06/07/2023 00:00:00,Dearlove Sir Richard Billing,4,F-InKind,--D,139,133476,1,0001564643,Common Stock
A,04/25/2023 00:00:00,STICE J MICHAEL,4,A-Award,--D,3238,3238,1,0001497306,Common Stock
A,04/25/2023 00:00:00,Moraeus Hanssen Maria,4,A-Award,--D,3238,3238,1,0001829422,Common Stock
A,04/25/2023 00:00:00,Grant John Douglas Kelso,4,A-Award,--D,3238,3238,1,0001968752,Common Stock
D,01/31/2023 00:00:00,Shah Nealesh D.,4,F-InKind,--D,92664,1015378,3,0001806050,Common Stock
A,01/31/2023 00:00:00,Shah Nealesh D.,4,A-Award,--D,100500,1108042,2,0001806050,Common Stock
A,01/31/2023 00:00:00,Shah Nealesh D.,4,A-Award,--D,129177,1007542,1,0001806050,Common Stock
D,01/31/2023 00:00:00,INGLIS ANDREW G,4,F-InKind,--D,244541,2967559,3,0001600834,Common Stock
A,01/31/2023 00:00:00,INGLIS ANDREW G,4,A-Award,--D,301500,3212100,2,0001600834,Common Stock
A,01/31/2023 00:00:00,INGLIS ANDREW G,4,A-Award,--D,233539,2910600,1,0001600834,Common Stock
D,01/31/2023 00:00:00,Glass Ronald W.,4,F-InKind,--D,17630,173380,3,0001794967,Common Stock
A,01/31/2023 00:00:00,Glass Ronald W.,4,A-Award,--D,15000,191010,2,0001794967,Common Stock
A,01/31/2023 00:00:00,Glass Ronald W.,4,A-Award,--D,30929,176010,1,0001794967,Common Stock
D,01/31/2023 00:00:00,Doughty Jason,4,F-InKind,--D,85868,1179987,3,0001561919,Common Stock
A,01/31/2023 00:00:00,Doughty Jason,4,A-Award,--D,106000,1265855,2,0001561919,Common Stock
A,01/31/2023 00:00:00,Doughty Jason,4,A-Award,--D,71190,1159855,1,0001561919,Common Stock
D,01/31/2023 00:00:00,Clark Richard Ryan,4,F-InKind,--D,114475,875694,3,0001754167,Common Stock
A,01/31/2023 00:00:00,Clark Richard Ryan,4,A-Award,--D,146875,990169,2,0001754167,Common Stock
