Date,Description,Link,EarningRelated
29/08/2023 00:00:00,e.l.f. Beauty Announces Definitive Agreement to Acquire Naturium,,0
01/08/2023 00:00:00,e.l.f. Beauty Announces First Quarter Fiscal 2024 Results,,1
18/07/2023 00:00:00,e.l.f. Beauty Announces Earnings Release Date for First Quarter Fiscal 2024 Results,,1
29/06/2023 00:00:00,Keys Soulcare Launches It’s Like Skin 2-in-1 Concealer + Tint,,0
15/06/2023 00:00:00,"e.l.f. Cosmetics Teams Up with Paralympic Star, Anastasia Pagonis, to Create the Inspirational Series: “Show Your(s)e.l.f.”",,0
24/05/2023 00:00:00,e.l.f. Beauty Announces Fourth Quarter and Full Fiscal 2023 Results,,1
15/05/2023 00:00:00,e.l.f. SKIN Enters the Race with Indy 500 Driver Katherine Legge,,0
10/05/2023 00:00:00,e.l.f. Beauty Announces Earnings Release Date for Fourth Quarter Fiscal 2023 Results,,1
27/04/2023 00:00:00,e.l.f. Cosmetics Launches New Digital Series “Vanity Table Talk”,,0
27/03/2023 00:00:00,Beauty is in Your Jeans: lntroducing e.l.f. x American Eagle,,0
16/03/2023 00:00:00,e.l.f. Just Dropped Hot Merch in the elfcosmetics.com Sticky Shop,,0
06/03/2023 00:00:00,e.l.f. Beauty Announces Participation in the BofA Securities 2023 Consumer & Retail Conference on March 14th,,0
09/02/2023 00:00:00,e.l.f. Cosmetics Gets Sticky with Jennifer Coolidge in its First-Ever Commercial Debuting at the Big Game,,0
02/02/2023 00:00:00,It’s On Everyone’s Lips: e.l.f. Cosmetics’ New O FACE Satin Lipstick,,0
01/02/2023 00:00:00,e.l.f. Beauty Announces Third Quarter Fiscal 2023 Results,,1
19/01/2023 00:00:00,e.l.f. Beauty Announces Earnings Release Date for Third Quarter Fiscal 2023 Results,,1
19/12/2022 00:00:00,Keys Soulcare Reveals its Latest Skin-Nourishing and Soul-Nurturing Skincare Innovation with Clinically Proven Multi-Benefit Peptide Serum,,0
08/12/2022 00:00:00,Special [Radiance] Report: An e.l.f.ing Glow Storm is On the Way,,0
02/11/2022 00:00:00,e.l.f. Beauty Announces Second Quarter Fiscal 2023 Results,,1
19/10/2022 00:00:00,e.l.f. Beauty Announces Earnings Release Date for Second Quarter Fiscal 2023 Results,,1
27/09/2022 00:00:00,e.l.f. Beauty Releases First-Ever Impact Report,,0
07/09/2022 00:00:00,e.l.f. Beauty Becomes the First in the Beauty Industry to Achieve Fair Trade USA™ Certification for a Manufacturing Facility,,0
04/08/2022 00:00:00,Keys Soulcare Introduces its First Daily Moisturizer with SPF30 to Protect Your Light,,0
03/08/2022 00:00:00,e.l.f. Beauty Announces First Quarter Fiscal 2023 Results,,1
20/07/2022 00:00:00,e.l.f. Beauty Announces Earnings Release Date for First Quarter Fiscal 2023 Results,,1
07/07/2022 00:00:00,e.l.f. Cosmetics Is Here to Play! Get Ready to Game Up,,0
14/06/2022 00:00:00,"ICYMI e.l.f. SKIN Is Here – Seriously Effective, No Compromises, at Get-Real Prices",,0
25/05/2022 00:00:00,e.l.f. Beauty Announces Fourth Quarter and Full Fiscal 2022 Results,,1
11/05/2022 00:00:00,e.l.f. Beauty Announces Earnings Release Date for Fourth Quarter Fiscal 2022 Results,,1
03/05/2022 00:00:00,Keys Soulcare Introduces Make You: Unlock the Beauty That’s Already Inside of You,,0
20/04/2022 00:00:00,"e.l.f. Beauty Names Jennie Laar as Senior Vice President, Chief Commercial Officer",,0
30/03/2022 00:00:00,e.l.f. Cosmetics and Dunkin’ Drop the Most Eye-Popping Collab of the Season,,0
16/03/2022 00:00:00,e.l.f. Cosmetics Reveals Winning Makeup Artists For #elfitup TikTok Challenge,,0
15/03/2022 00:00:00,Keys Soulcare Shines at Full Wattage Making its Canadian Debut  Exclusively at Sephora Canada,,0
07/03/2022 00:00:00,e.l.f. Cosmetics Launches its First-Ever Jewelry Collaboration “ears.lips.face” with Celebrity Designer Georgina Trevino on the NTWRK app,,0
