Date,Description,Link,EarningRelated
25/04/2022 00:00:00,Albany International Reports First-Quarter 2022 Results,,1
04/04/2022 00:00:00,Albany International Schedules Earnings Release Date,,1
22/03/2022 00:00:00,Albany International to Present at Sidoti Small Cap Virtual Conference,,0
21/03/2022 00:00:00,Russell E. Toney Elected to Albany International Corp. Board of Directors,,0
14/03/2022 00:00:00,Albany International to Present at J. P. Morgan Industrials Conference,,0
25/02/2022 00:00:00,Albany International Declares Dividend,,1
21/02/2022 00:00:00,Albany International Named to Forbes America’s Best Employers 2022 List,,0
15/02/2022 00:00:00,Albany International Reports Fourth-Quarter 2021 Results,,1
15/02/2022 00:00:00,"Albany International Selected by Sikorsky to Produce CH-53K Aft Transition, Adding to Its Share on The Program",,0
10/02/2022 00:00:00,Christina Alvord Elected to Albany International Corp. Board of Directors,,0
10/01/2022 00:00:00,Albany International Schedules Earnings Release Date,,1
17/12/2021 00:00:00,Albany International Declares Dividend,,1
30/11/2021 00:00:00,Safran and Albany International Extend Strategic Cooperation on Advanced Composites,,0
08/11/2021 00:00:00,Albany International Publishes Inaugural Sustainability Report,,0
25/10/2021 00:00:00,Albany International Reports Third-Quarter 2021 Results,,1
30/09/2021 00:00:00,Albany International Schedules Earnings Release Date,,1
17/09/2021 00:00:00,Albany International to Present at Sidoti Virtual Smallcap Conference,,0
25/08/2021 00:00:00,Albany International Declares Dividend,,1
10/08/2021 00:00:00,Albany International Corp. Announces the Closing of a Secondary Offering,,0
05/08/2021 00:00:00,Albany International Corp. Announces the Launch of a Secondary Offering,,0
26/07/2021 00:00:00,"Albany International Reports Second-Quarter 2021 Results, Raises 2021 Guidance",,1
06/07/2021 00:00:00,Spirit AeroSystems and Albany Engineered Composites Collaborate to Expand Hypersonic Capabilities,,0
01/07/2021 00:00:00,Albany International Schedules Earnings Release Date,,1
13/05/2021 00:00:00,Albany International Declares Dividend,,1
26/04/2021 00:00:00,Albany International Reports First-Quarter 2021 Results,,1
06/04/2021 00:00:00,Albany International Announces Earnings Release Date,,1
18/03/2021 00:00:00,Albany International to Present at Sidoti Spring 2021 Virtual Conference,,0
19/02/2021 00:00:00,Albany International Declares Dividend,,1
10/02/2021 00:00:00,Albany International Reports Fourth-Quarter 2020 Results,,1
06/01/2021 00:00:00,Albany International Announces Earnings Release Date,,1
10/12/2020 00:00:00,Albany International Declares Dividend,,1
10/12/2020 00:00:00,J. Michael McQuade Elected to Albany International Corp. Board,,0
28/10/2020 00:00:00,Albany International Reports Third-Quarter 2020 Results,,1
06/10/2020 00:00:00,Albany International Announces Earnings Release Date,,1
27/08/2020 00:00:00,Albany International Declares Dividend,,1
29/07/2020 00:00:00,Albany International Reports Second-Quarter 2020 Results,,1
29/07/2020 00:00:00,Albany International Secures Additional Composite Airframe Content and Contract Extension on Boeing 787,,0
06/07/2020 00:00:00,Albany International Announces Earnings Release Date,,1
15/05/2020 00:00:00,Albany International Declares Dividend,,1
06/05/2020 00:00:00,Albany International to Present at Bank of America Transportation and Industrials Conference,,0
29/04/2020 00:00:00,Albany International Reports First-quarter 2020 Results,,1
13/04/2020 00:00:00,Albany International Announces Earnings Release Date,,1
06/04/2020 00:00:00,Albany International Provides COVID-19 Business Update,,0
02/03/2020 00:00:00,"Albany International Corp.'s Affiliate, Albany Engineered Composites, Qualified to Build Fiber Placed Skins for F-35",,0
21/02/2020 00:00:00,Albany International Declares Dividend,,1
10/02/2020 00:00:00,Albany International Reports Fourth-Quarter 2019 Results,,1
05/02/2020 00:00:00,Albany International to Present at Cowen Aerospace/Defense & Industrials Conference,,0
21/01/2020 00:00:00,Albany International Corp. Appoints A. William Higgins as Chief Executive Officer,,0
15/01/2020 00:00:00,Albany International Announces Earnings Release Date,,1
11/12/2019 00:00:00,Albany International Declares Dividend,,1
06/12/2019 00:00:00,Albany International Announces Collaboration Agreement With Airbus on Wing of Tomorrow Program,,0
20/11/2019 00:00:00,Albany International Acquires CirComp GmbH,,0
04/11/2019 00:00:00,Albany International Announces New Group President of Albany Engineered Composites Business,,0
31/10/2019 00:00:00,Albany International to Present at Baird 2019 Global Industrials Conference,,0
29/10/2019 00:00:00,Albany International Reports Third-quarter 2019 Results,,1
11/10/2019 00:00:00,Albany International Announces Earnings Release Date,,1
29/08/2019 00:00:00,Albany International Declares Dividend,,1
01/08/2019 00:00:00,Albany International to Present at Jefferies Industrials Conference,,0
30/07/2019 00:00:00,Albany International Reports Second-Quarter FY19 Results,,1
16/07/2019 00:00:00,Albany International Announces Earnings Release Date,,1
04/06/2019 00:00:00,Albany International Corp. Announces the Closing of a Secondary Offering,,0
30/05/2019 00:00:00,Albany International Corp. Announces the Pricing of a Secondary Offering,,0
28/05/2019 00:00:00,Albany International Corp. Announces the Launch of a Secondary Offering,,0
10/05/2019 00:00:00,Albany International Declares Dividend,,1
30/04/2019 00:00:00,Albany International Reports First-Quarter FY19 Results,,1
09/04/2019 00:00:00,Albany International Announces Earnings Release Date,,1
29/03/2019 00:00:00,Albany International Announces New CFO,,0
25/02/2019 00:00:00,A. William Higgins Appointed Chairman of Albany International Corp. Board,,0
22/02/2019 00:00:00,Albany International Declares Dividend,,1
11/02/2019 00:00:00,Albany International Reports Fourth-Quarter Results,,1
14/01/2019 00:00:00,Albany International Announces Earnings Release Date,,1
14/12/2018 00:00:00,Albany International Declares Dividend,,1
12/12/2018 00:00:00,Albany International Announces New Senior Vice President of Global Customers and Marketing,,0
30/10/2018 00:00:00,Albany International Reports Third-Quarter Results,,1
11/10/2018 00:00:00,Albany International Announces Earnings Release Date,,1
30/08/2018 00:00:00,Albany International Declares Dividend,,1
06/08/2018 00:00:00,Albany International Reports Second-Quarter Results,,1
10/07/2018 00:00:00,Albany International Announces Earnings Release Date,,1
11/05/2018 00:00:00,Albany International Declares Dividend,,1
07/05/2018 00:00:00,Albany International Reports First-Quarter Results,,1
12/04/2018 00:00:00,Albany International Announces Earnings Release Date,,1
23/02/2018 00:00:00,Albany International Announces New Director Nominee,,0
23/02/2018 00:00:00,Albany International Declares Dividend,,1
15/02/2018 00:00:00,CORRECTING and REPLACING Albany International Reports Fourth-Quarter Results,,1
05/02/2018 00:00:00,Albany International Announces New CEO,,0
05/02/2018 00:00:00,Albany International Reports Fourth-Quarter Results,,1
16/01/2018 00:00:00,Albany International Announces Earnings Release Date,,1
15/12/2017 00:00:00,Albany International Declares Dividend,,1
30/10/2017 00:00:00,Albany International Reports Third-Quarter Results,,1
11/10/2017 00:00:00,Albany International Announces Earnings Release Date,,1
05/10/2017 00:00:00,Albany International Announces Proposed Actions to Restructure Machine Clothing Operations in Europe,,0
01/08/2017 00:00:00,Albany International Announces CEO Succession Plan,,0
01/08/2017 00:00:00,Albany International Reports Second-Quarter Results,,1
13/07/2017 00:00:00,Albany International Announces Anticipated Charge for Revisions in Estimated Contract Profitability,,0
12/05/2017 00:00:00,Albany International Declares Dividend,,1
04/05/2017 00:00:00,Albany International Reports First-Quarter Results,,1
12/04/2017 00:00:00,Albany International Announces Earnings Release Date,,1
24/02/2017 00:00:00,Albany International Declares Dividend,,1
08/02/2017 00:00:00,Albany International Reports Fourth-Quarter Results,,1
17/01/2017 00:00:00,Albany International Announces Earnings Release Date,,1
16/12/2016 00:00:00,Albany International Declares Dividend,,1
15/12/2016 00:00:00,Kenneth W. Krueger Elected to Albany International Corp. Board,,0
31/10/2016 00:00:00,Albany International Reports Third-Quarter Results,,1
13/10/2016 00:00:00,Albany International Announces Earnings Release Date,,1
25/09/2016 00:00:00,Statement from Albany International Corp. on the Death of Company Chairman Emeritus J. Spencer Standish,,0
09/09/2016 00:00:00,Albany International Declares Dividend,,1
08/09/2016 00:00:00,A. William Higgins Elected to Albany International Corp. Board,,0
01/08/2016 00:00:00,Albany International Reports Second-Quarter Results,,1
13/07/2016 00:00:00,Albany International Announces Earnings Release Date,,1
13/05/2016 00:00:00,Albany International Declares Dividend,,1
02/05/2016 00:00:00,Albany International Reports First-Quarter Results,,1
13/04/2016 00:00:00,Albany International Announces Earnings Release Date,,1
08/04/2016 00:00:00,Albany International Completes Acquisition of Advanced Composites Business,,0
29/02/2016 00:00:00,Albany International to Acquire Advanced Composites Business,,0
26/02/2016 00:00:00,Albany International Declares Dividend,,1
08/02/2016 00:00:00,Albany International Reports Fourth-Quarter Results,,1
14/01/2016 00:00:00,Albany International Announces Earnings Release Date,,1
11/12/2015 00:00:00,Albany International Announces Management Changes,,0
11/12/2015 00:00:00,Albany International Declares Dividend,,1
27/10/2015 00:00:00,Albany International Reports Third-Quarter Results,,1
09/10/2015 00:00:00,Albany International Announces Earnings Release Date,,1
03/09/2015 00:00:00,Albany International Declares Dividend,,1
04/08/2015 00:00:00,Albany International Reports Second-Quarter Results,,1
10/07/2015 00:00:00,Albany International Announces Anticipated Charge for Revision in Estimated Contract Profitability,,0
15/05/2015 00:00:00,Albany International Declares Dividend,,1
04/05/2015 00:00:00,Albany International Reports First-Quarter Results,,1
13/04/2015 00:00:00,Albany International Announces Earnings Release Date,,1
27/02/2015 00:00:00,Albany International Declares Dividend,,1
20/02/2015 00:00:00,Albany International Announces Plans to Reduce Manufacturing Capacity and Personnel in Germany,,0
09/02/2015 00:00:00,Albany International Reports Fourth-Quarter Results,,1
16/01/2015 00:00:00,Albany International Announces Earnings Release Date,,1
12/12/2014 00:00:00,Albany International Declares Dividend,,1
24/11/2014 00:00:00,French President François Hollande Inaugurates New Safran/Albany Production Plant in Eastern France,,0
03/11/2014 00:00:00,Albany International Reports Third-Quarter Results,,1
14/10/2014 00:00:00,Albany International Announces Earnings Release Date,,1
22/08/2014 00:00:00,Albany International Declares Dividend,,1
04/08/2014 00:00:00,Albany International Reports Second-Quarter Results,,1
14/07/2014 00:00:00,Albany International Announces Earnings Release Date,,1
16/05/2014 00:00:00,Albany International Declares Dividend,,1
05/05/2014 00:00:00,Albany International Reports First-Quarter Results,,1
11/04/2014 00:00:00,Albany International Announces Earnings Release Date,,1
31/03/2014 00:00:00,"Safran and Albany International Inaugurate a New Plant for 3D Woven RTM Composite Aircraft Engine Parts, in Rochester, NH",,0
28/02/2014 00:00:00,Albany International Declares Dividend,,1
10/02/2014 00:00:00,Albany International Reports Fourth-Quarter Results,,1
17/01/2014 00:00:00,Albany International Announces Earnings Release Date,,1
13/12/2013 00:00:00,Albany International Declares Dividend,,1
07/11/2013 00:00:00,Albany International Named an “External Business Partner of the Year” by P&G,,0
04/11/2013 00:00:00,Albany International Reports Third-Quarter Results,,1
11/10/2013 00:00:00,Albany International Announces Earnings Release Date,,1
23/08/2013 00:00:00,Albany International Declares Dividend,,1
31/07/2013 00:00:00,Albany International Reports Second-Quarter Results,,1
12/07/2013 00:00:00,Albany International Announces Earnings Release Date,,1
20/05/2013 00:00:00,Albany International Announces Completion of Consultation Process to Restructure European Machine Clothing Operations,,0
17/05/2013 00:00:00,Albany International Declares Dividend,,1
01/05/2013 00:00:00,Albany International Reports First-Quarter Results,,1
10/04/2013 00:00:00,Albany International Announces Earnings Release Date,,1
15/02/2013 00:00:00,Albany International Declares Dividend,,1
06/02/2013 00:00:00,Albany International Reports Fourth-Quarter Results,,1
25/01/2013 00:00:00,Albany International Announces Redemption of 2.25% Convertible Senior Notes,,0
17/01/2013 00:00:00,Albany International Announces Earnings Release Date,,1
03/12/2012 00:00:00,Albany International Declares Dividend,,1
21/11/2012 00:00:00,Albany International Announces Proposed Actions to Restructure Machine Clothing Operations in Europe,,0
31/10/2012 00:00:00,Albany International Reports Third-Quarter Results,,1
12/10/2012 00:00:00,Albany International Announces Earnings Release Date,,1
20/09/2012 00:00:00,Albany International Named a “Business Partner of the Year” by P&G,,0
24/08/2012 00:00:00,Albany International Declares Dividend,,1
01/08/2012 00:00:00,Albany International Reports Second-Quarter Results,,1
25/07/2012 00:00:00,Albany International to Present at the Jefferies 2012 Global Industrial and A&D Conference,,0
17/07/2012 00:00:00,Albany International Announces Earnings Release Date,,1
25/05/2012 00:00:00,Albany International Declares Dividend,,1
02/05/2012 00:00:00,Albany International Announces Sale of PrimaLoft(R)  Products Business,,0
02/05/2012 00:00:00,Albany International Reports First-Quarter Results,,1
13/04/2012 00:00:00,Albany International Announces Earnings Release Date,,1
23/02/2012 00:00:00,Albany International Announces Capacity Consolidation in France to Maintain Competitiveness of its Global PMC/EF Business,,0
17/02/2012 00:00:00,Albany International Declares Dividend,,1
16/02/2012 00:00:00,John R. Scannell Elected to Albany International Board of Directors,,0
08/02/2012 00:00:00,Albany International Reports Fourth-Quarter Results,,1
18/01/2012 00:00:00,Albany International Announces Earnings Release Date,,1
12/01/2012 00:00:00,Albany International Announces Completion of Albany Door Systems Transaction,,0
16/12/2011 00:00:00,Albany International Declares Dividend,,1
09/12/2011 00:00:00,"Albany International Announces Closure of Manufacturing Capacity in Menasha, Wisconsin",,0
02/11/2011 00:00:00,Albany International Reports Third-Quarter Results,,1
28/10/2011 00:00:00,Albany International Announces Sale of Albany Door Systems Business,,0
27/10/2011 00:00:00,Albany International's New Seamed Lagging Eliminates Need for Gluing,,0
14/10/2011 00:00:00,Albany International Announces Earnings Release Date,,1
06/09/2011 00:00:00,Albany International to Present at the Gabelli 17th  Annual Aircraft Supplier Conference,,0
26/08/2011 00:00:00,Albany International Declares Dividend,,1
08/08/2011 00:00:00,Albany International Reports Second-Quarter Results,,1
04/08/2011 00:00:00,"Albany International Comments on Recent Airbus, Boeing, and CFM  Announcements",,0
13/07/2011 00:00:00,Albany International Announces Earnings Release Date,,1
27/05/2011 00:00:00,Albany International Declares Dividend,,1
04/05/2011 00:00:00,Albany International Reports First-Quarter Results,,1
15/04/2011 00:00:00,Albany International Announces Earnings Release Date,,1
23/02/2011 00:00:00,Albany International Announces CFO Appointment,,0
18/02/2011 00:00:00,Albany International Declares Dividend,,1
10/02/2011 00:00:00,Albany International Reports Fourth-Quarter Results,,1
17/01/2011 00:00:00,Albany International Announces Earnings Release Date,,1
17/12/2010 00:00:00,Albany International Declares Dividend,,1
03/11/2010 00:00:00,Albany International Reports Third-Quarter Results,,1
15/10/2010 00:00:00,"Albany Engineered Composites Plans Expansion in Rochester, New  Hampshire",,0
08/10/2010 00:00:00,Albany International Announces Earnings Release Date,,1
23/09/2010 00:00:00,Albany International Announces CFO Search,,0
03/09/2010 00:00:00,Albany International Declares Dividend,,1
31/08/2010 00:00:00,Albany Engineered Composites to Support Boeing's CLEEN Engine Nozzle  Program,,0
04/08/2010 00:00:00,Albany International Reports Strong Second-Quarter Results,,1
13/07/2010 00:00:00,Albany International Announces Earnings Release Date,,1
28/05/2010 00:00:00,Albany International Declares Dividend,,1
05/05/2010 00:00:00,Albany International Reports First-Quarter Results,,1
09/04/2010 00:00:00,Albany International Announces Earnings Release Date,,1
26/02/2010 00:00:00,Albany International Declares Dividend,,1
08/02/2010 00:00:00,Albany International Reports Fourth-Quarter Results,,1
22/01/2010 00:00:00,Albany International Announces Earnings Release Date,,1
22/12/2009 00:00:00,Albany International Comments on COMAC's Selection of LEAP-X Engine,,0
18/12/2009 00:00:00,Albany International Declares Dividend,,1
02/11/2009 00:00:00,Albany International Reports Improved Profitability and Cash Flow as Restructuring Winds Down,,0
13/10/2009 00:00:00,Albany International Announces Earnings Release and Webcast Dates,,1
21/08/2009 00:00:00,Albany International Declares Dividend,,1
03/08/2009 00:00:00,Albany International Reports Second-Quarter Results,,1
27/07/2009 00:00:00,"Albany International Announces Closure of Portland, Tennessee, Facility",,0
16/07/2009 00:00:00,Albany International Announces Earnings Release Date,,1
01/07/2009 00:00:00,Albany International Announces Plans to Reduce Manufacturing Capacity and Personnel in Europe and U.S.,,0
30/06/2009 00:00:00,Albany International Announces CFO Successor,,0
28/06/2009 00:00:00,Albany International Announces Discontinuation of Manufacturing Capacity in Australia,,0
29/05/2009 00:00:00,Albany International Declares Dividend,,1
04/05/2009 00:00:00,Albany International Reports First-Quarter Results,,1
09/04/2009 00:00:00,Albany International Announces Earnings Release Date,,1
27/02/2009 00:00:00,Albany International Declares Dividend,,1
17/02/2009 00:00:00,Albany International Reports Fourth-Quarter Results,,1
28/01/2009 00:00:00,Albany International Announces Earnings Release Date,,1
15/01/2009 00:00:00,Albany International Announces Planned Reduction in Manufacturing Capacity in Europe,,0
17/12/2008 00:00:00,Albany International Declares Dividend,,1
20/11/2008 00:00:00,Albany International Announces Planned Personnel Reduction in Europe,,0
03/11/2008 00:00:00,Albany International Reports Third-Quarter Results,,1
23/10/2008 00:00:00,Albany International Announces Quarterly Earnings Release Date,,1
29/08/2008 00:00:00,Albany International Declares Dividend,,1
19/08/2008 00:00:00,Albany International Provides Update on Short-Term Prospects in the Composites Business,,0
04/08/2008 00:00:00,Albany International Reports Second-Quarter Results,,1
23/07/2008 00:00:00,Albany International Plans Live Audio Webcast to Discuss Second-Quarter 2008 Financial Results,,1
09/05/2008 00:00:00,Albany International Corp. Names New Chairman and Vice-Chairman,,0
09/05/2008 00:00:00,Albany International Declares Dividend,,1
04/05/2008 00:00:00,Albany International Announces Sale of Filtration Business,,0
04/05/2008 00:00:00,Albany International Reports First-Quarter Results,,1
22/04/2008 00:00:00,Albany International Plans Live Audio Webcast to Discuss First-Quarter 2008 Financial Results,,1
10/04/2008 00:00:00,"Albany International Announces Closure of Mansfield, Massachusetts, Facility",,0
15/02/2008 00:00:00,Albany International Declares Dividend,,1
11/02/2008 00:00:00,CORRECTING and REPLACING Albany International Reports Fourth-Quarter Earnings,,1
08/02/2008 00:00:00,Albany International Reports Fourth-Quarter Earnings,,1
30/01/2008 00:00:00,Albany International Plans Live Audio Webcast to Discuss Fourth-Quarter and Full-Year 2007 Financial Results,,1
09/01/2008 00:00:00,New eLearning Tools for Paper Mill Employees,,0
07/01/2008 00:00:00,Albany International Announces Planned Closure of Manufacturing Capacity in the Americas,,0
16/11/2007 00:00:00,Albany International Declares Dividend,,1
06/11/2007 00:00:00,Albany International Reports Third-Quarter Earnings,,1
12/10/2007 00:00:00,Albany International Plans Live Audio Webcast to Discuss Third-Quarter 2007 Financial Results,,1
28/08/2007 00:00:00,Albany International Clarifies Standish Share Ownership,,0
27/08/2007 00:00:00,Albany International Announces Management Change,,0
10/08/2007 00:00:00,Albany International Declares Dividend,,1
03/08/2007 00:00:00,Albany International Reports Second-Quarter Earnings,,1
02/08/2007 00:00:00,Albany International Announces Planned Closure of Manufacturing Capacity in the Americas,,0
18/07/2007 00:00:00,Albany International Plans Live Audio Webcast to Discuss Second-Quarter 2007 Financial Results,,1
26/06/2007 00:00:00,Albany International Announces Management Change,,0
11/05/2007 00:00:00,Albany International Declares Dividend,,1
07/05/2007 00:00:00,Albany International Announces Planned Closure of High-Performance Door Manufacturing Capacity in Europe,,0
04/05/2007 00:00:00,Albany International Announces Planned Reduction in Manufacturing Capacity in Europe,,0
26/04/2007 00:00:00,Albany International Reports First-Quarter Earnings,,1
12/04/2007 00:00:00,Albany International Plans Live Audio Webcast to Discuss First-Quarter 2007 Financial Results,,1
16/02/2007 00:00:00,Albany International Declares Dividend,,1
01/02/2007 00:00:00,Albany International Reports Fourth-Quarter Financial Results,,1
24/01/2007 00:00:00,Albany International Plans Live Audio Webcast to Discuss Fourth-Quarter and Full-Year 2006 Financial Results,,1
