Date,Description,Link,EarningRelated
07/10/2022 00:00:00,Henkel and LyondellBasell create innovative re-closable packaging solution for increased consumer convenience,,0
05/10/2022 00:00:00,LyondellBasell together with 4 value chain collaborators introduces a digital product passport solution prototype using blockchain technology,,0
30/09/2022 00:00:00,LyondellBasell acquires Colortech da Amazonia in Brazil,,0
28/09/2022 00:00:00,"LyondellBasell Postpones Restart of Berre, France Cracker until Next Year",,0
27/09/2022 00:00:00,LyondellBasell Announces Organizational Changes,,0
22/09/2022 00:00:00,LyondellBasell licenses Lupotech T technology to Polski Koncern Naftowy ORLEN S.A.,,0
21/09/2022 00:00:00,"Sustainable Surface Protection – LyondellBasell, Granger and Novacel make it happen",,0
20/09/2022 00:00:00,LyondellBasell Named to the FTSE4Good Index,,0
12/09/2022 00:00:00,LyondellBasell licenses Lupotech T technology to Hanwha Solutions Corporation,,0
07/09/2022 00:00:00,LyondellBasell to Address Credit Suisse 35th Annual Specialties & Basics Conference,,0
30/08/2022 00:00:00,New CirculenRenew polymers for primary pharmaceutical packaging made by Röchling,,0
19/08/2022 00:00:00,LyondellBasell Announces Quarterly Dividend,,1
29/07/2022 00:00:00,LyondellBasell Reports Second Quarter 2022 Earnings,,1
28/07/2022 00:00:00,LyondellBasell Achieves Renewable Energy Milestone,,0
18/07/2022 00:00:00,LyondellBasell helps to close the loop on Polypropylene by joining NEXTLOOPP initiative,,0
29/06/2022 00:00:00,LyondellBasell Announces Renewable Energy Power Purchase Agreements,,0
21/06/2022 00:00:00,TSL designs a snowshoe based on LyondellBasell CirculenRecover polyamide,,0
14/06/2022 00:00:00,"LyondellBasell licenses Lupotech T technology to Levima Green Advanced Materials Co., Ltd.",,0
27/05/2022 00:00:00,LyondellBasell Announces $5.20 Special Dividend and Increases Quarterly Dividend by 5 Percent,,1
03/05/2022 00:00:00,LyondellBasell Russian Offices to Cease Operations,,0
02/05/2022 00:00:00,LyondellBasell to Address Wells Fargo Industrials Conference,,0
29/04/2022 00:00:00,LyondellBasell Reports First Quarter 2022 Earnings,,1
21/04/2022 00:00:00,LyondellBasell Announces Plans to Exit Refining Business,,0
15/04/2022 00:00:00,"LyondellBasell to Discuss First Quarter Results on Friday, April 29, 2022",,1
12/04/2022 00:00:00,LyondellBasell details path to 2030 in 2021 sustainability report,,0
08/04/2022 00:00:00,Zhejiang Petroleum & Chemical Co. Ltd. again selected LyondellBasell’s high pressure LDPE technology,,0
29/03/2022 00:00:00,Peter Vanacker to Assume Role as LyondellBasell CEO on May 23,,0
16/03/2022 00:00:00,New Circular Cosmetic Packaging for L'OCCITANE,,0
08/03/2022 00:00:00,LyondellBasell to Address J.P. Morgan Industrials Conference,,0
03/03/2022 00:00:00,A message from our interim CEO Ken Lane on the Ukraine crisis,,0
25/02/2022 00:00:00,LyondellBasell Announces Quarterly Dividend,,1
23/02/2022 00:00:00,LyondellBasell to Address Bank of America Securities Global Agriculture and Materials Conference,,0
11/02/2022 00:00:00,LyondellBasell Invests in Infinity Recycling Venture Fund to Advance the Circular Economy,,0
03/02/2022 00:00:00,Greiner Packaging and LyondellBasell offer circular solution for coffee capsules,,0
02/02/2022 00:00:00,"LyondellBasell Named to FORTUNE Magazine's ""World's Most Admired Companies"" List for the Fifth Consecutive Year",,0
28/01/2022 00:00:00,LyondellBasell Reports 2021 Earnings,,1
15/01/2022 00:00:00,PT Polytama Propindo selected again LyondellBasell’s Spheripol technology,,0
14/01/2022 00:00:00,"LyondellBasell to Discuss Fourth Quarter Results on Friday, January 28, 2022",,1
11/01/2022 00:00:00,LyondellBasell’s Polybatch 73641 NIR Black obtains COTREP Certification,,0
13/12/2021 00:00:00,LyondellBasell Appoints Peter Vanacker as Chief Executive Officer,,0
02/12/2021 00:00:00,LyondellBasell announces pricing terms for its tender offers,,0
24/11/2021 00:00:00,LyondellBasell to Address Citi 2021 Basic Materials Virtual Conference,,0
19/11/2021 00:00:00,LyondellBasell Announces Quarterly Dividend,,1
17/11/2021 00:00:00,LyondellBasell announces tender offers for five series of notes,,0
04/11/2021 00:00:00,"LyondellBasell to Address Morgan Stanley Global Chemicals, Agriculture and Packaging Conference",,0
02/11/2021 00:00:00,"Lianyungang Petrochemical Co., Ltd. selected again LyondellBasell’s Hostalen ACP technology",,0
29/10/2021 00:00:00,LyondellBasell Reports Third Quarter 2021 Earnings,,1
25/10/2021 00:00:00,LyondellBasell and Covestro project converts water-based waste to energy,,0
20/10/2021 00:00:00,"Wendy's, Berry Global, LyondellBasell Collaborate to Improve Cup Recyclability; Introduce New, Industry-Leading Clear Drink Cup",,0
19/10/2021 00:00:00,LyondellBasell offers CirculenRenew with measured and certified C14 content worldwide -  Polypropylene (PP) and polyethylene (PE) with certified renewable content,,0
15/10/2021 00:00:00,"LyondellBasell to Discuss Third-Quarter Results on Friday, October 29, 2021",,1
29/09/2021 00:00:00,LyondellBasell Announces Goal of Achieving Net Zero Emissions by 2050,,0
28/09/2021 00:00:00,"Jinneng Chemical (Qingdao) Co., Ltd. selected LyondellBasell technology again",,0
28/09/2021 00:00:00,LyondellBasell and Evonik expand energy alliance,,0
09/09/2021 00:00:00,LyondellBasell gains ISCC PLUS certification to extend Circulen product line to North America,,0
08/09/2021 00:00:00,LyondellBasell Announces Weighing Of Strategic Options For Refining Business,,0
30/08/2021 00:00:00,Repsol selected LyondellBasell’s Spherizone technology,,0
25/08/2021 00:00:00,LyondellBasell Announces Retirement of Chief Executive Officer,,0
20/08/2021 00:00:00,LyondellBasell Announces Quarterly Dividend,,1
30/07/2021 00:00:00,LyondellBasell Reports Second Quarter 2021 Earnings,,1
27/07/2021 00:00:00,Jiangsu Sailboat Petrochemical Co. Ltd. again selected LyondellBasell’s Lupotech T technology,,0
26/07/2021 00:00:00,LyondellBasell Donates 250.000 Euros to the German Red Cross in Support of Flood Relief Efforts,,0
20/07/2021 00:00:00,"With LyondellBasell CirculenRenew polymers, CORINE DE FARME innovates with renewable-based bottles, produced in Europe",,0
16/07/2021 00:00:00,"LyondellBasell to Discuss Second-Quarter Results on Friday, July 30, 2021",,1
01/07/2021 00:00:00,LyondellBasell’s Spheripol and Hostalen technology selected for Jiangsu Fenghai complex in China,,0
30/06/2021 00:00:00,LyondellBasell announces acquisition of PolyPacific Polymers Sdn. Bhd. in Malaysia,,0
17/06/2021 00:00:00,LyondellBasell and Neste agree on long-term commercial relationship to make polymers and chemicals from renewable feedstock more widely available to global brands,,0
08/06/2021 00:00:00,LyondellBasell Announces Startup of 400 KTA / year South Korean Joint Venture Facility,,0
28/05/2021 00:00:00,LyondellBasell Announces 7.6 Percent Increase to Quarterly Dividend,,1
26/05/2021 00:00:00,"Closed Loop Partners Launches Multi-Million Dollar Circular Plastics Fund with Dow, LyondellBasell, & NOVA Chemicals to Accelerate Investment in Plastics Recycling Infrastructure",,0
25/05/2021 00:00:00,"LyondellBasell’s Spheripol technology selected for Baofeng’s 2,000 KTA polypropylene project",,0
06/05/2021 00:00:00,LyondellBasell starts commercial production of polymers using raw material derived from plastic waste,,0
06/05/2021 00:00:00,LyondellBasell to Address Goldman Sachs Industrials and Materials Conference,,0
30/04/2021 00:00:00,LyondellBasell Reports First Quarter 2021 Earnings,,1
28/04/2021 00:00:00,LyondellBasell licenses Lupotech T technology to Shandong Yulong Petrochemical Co. Ltd.,,0
16/04/2021 00:00:00,"LyondellBasell to Discuss First-Quarter Results on Friday, April 30, 2021",,1
12/04/2021 00:00:00,LyondellBasell Launches Family of Circulen Products to Advance Circular Solutions,,0
08/04/2021 00:00:00,LyondellBasell obtains new sustainability certification for European polymer sites,,0
02/04/2021 00:00:00,LyondellBasell Nominates Anthony Chase and Robert Dudley to Serve as Directors,,0
30/03/2021 00:00:00,"LyondellBasell licensed proprietary polyolefin technology to Ningxia Baofeng Energy Group Co., Ltd.",,0
02/03/2021 00:00:00,LyondellBasell to Address 2021 JP Morgan Industrials Conference,,0
26/02/2021 00:00:00,LyondellBasell Announces Quarterly Dividend,,1
29/01/2021 00:00:00,LyondellBasell Reports 2020 Earnings,,1
26/01/2021 00:00:00,LyondellBasell and Sinopec finalize joint venture to manufacture propylene oxide and styrene monomer in China,,0
15/01/2021 00:00:00,"LyondellBasell to Discuss Fourth-Quarter Results on Friday, January 29, 2021",,1
15/12/2020 00:00:00,LyondellBasell advances additive manufacturing with Beon3D polypropylene compounds,,0
15/12/2020 00:00:00,SIBUR Holding PJSC selected LyondellBasell Technology for its Amur Gas Chemical Complex in Far East Russia,,0
10/12/2020 00:00:00,LyondellBasell joins the United Nations Global Compact,,0
07/12/2020 00:00:00,LyondellBasell and SUEZ increase plastics recycling capacity,,0
02/12/2020 00:00:00,"Kaijin Blue Sky Energy (Zhejiang) Co., Ltd. selected LyondellBasell’s Spheripol and Spherizone technology",,0
02/12/2020 00:00:00,LyondellBasell and Sasol Complete Louisiana Joint Venture Transaction,,0
02/12/2020 00:00:00,"LyondellBasell named to Newsweek Magazine's list of ""America's Most Responsible Companies""",,0
24/11/2020 00:00:00,LyondellBasell supports sustained need for face masks by launching the first European MFR 1500 grade,,0
23/11/2020 00:00:00,LyondellBasell to Address Citi's 2020 Basic Materials Virtual Conference,,0
20/11/2020 00:00:00,LyondellBasell Announces Quarterly Dividend,,1
05/11/2020 00:00:00,"LyondellBasell, REHAU, TU Chemnitz and Eschmann Textures join forces to advance sustainable mobility",,0
19/10/2020 00:00:00,LyondellBasell Hosts Annual Global Care Day Supporting Food Security,,0
16/10/2020 00:00:00,"LyondellBasell to Discuss Third-Quarter Results on Friday, October 30, 2020",,1
06/10/2020 00:00:00,LyondellBasell Prices Public Offering of Guaranteed Notes,,0
02/10/2020 00:00:00,LyondellBasell and Sasol form Integrated Polyethylene Joint Venture,,0
02/10/2020 00:00:00,"LyondellBasell to Discuss Announcement of Integrated Polyethylene Joint Venture with Sasol on Friday, October 2, 2020",,0
28/09/2020 00:00:00,LyondellBasell Sustainability Report Sets Ambitious Plastic Waste Targets,,0
08/09/2020 00:00:00,LyondellBasell Successfully Starts Up New Pilot Molecular Recycling Facility,,0
01/09/2020 00:00:00,LyondellBasell and Bora Start-up New Joint Venture Facility,,0
24/08/2020 00:00:00,Duqm Refinery and Petrochemical Industries Company LLC selects LyondellBasell’s Hostalen ACP and Spheripol technology,,0
21/08/2020 00:00:00,LyondellBasell Announces Quarterly Dividend,,1
17/07/2020 00:00:00,"LyondellBasell to Discuss Second-Quarter Results on Friday, July 31, 2020",,1
16/06/2020 00:00:00,Indian Oil Corporation Ltd. selects LyondellBasell’s Spheripol technology,,0
02/06/2020 00:00:00,LyondellBasell Named Responsible Care® Company of the Year by the American Chemistry Council,,0
29/05/2020 00:00:00,LyondellBasell Announces Quarterly Dividend,,1
12/05/2020 00:00:00,LyondellBasell to Address Goldman Sachs Industrials & Materials Virtual Conference,,0
06/05/2020 00:00:00,Advanced Global Investment Company chooses LyondellBasell’s Spheripol and Spherizone PP Technologies,,0
01/05/2020 00:00:00,LyondellBasell Reports First Quarter 2020 Earnings,,1
17/04/2020 00:00:00,"LyondellBasell to Discuss First-Quarter Results on Friday, May 1, 2020",,1
15/04/2020 00:00:00,LyondellBasell Prices Public Offering of Guaranteed Notes,,0
15/04/2020 00:00:00,LyondellBasell Provides Estimated First Quarter 2020 Financial Results and Operational Update,,1
14/04/2020 00:00:00,LyondellBasell Donates $1.3 Million to Combat Hunger During COVID-19 Pandemic,,0
09/03/2020 00:00:00,"UPDATE: LyondellBasell to Address J.P. Morgan Industrials Conference, Cancellation of Webcast",,0
06/03/2020 00:00:00,LyondellBasell and Bora Sign Definitive Agreements to form Chinese Joint Venture,,0
04/03/2020 00:00:00,LyondellBasell to Address J.P. Morgan Industrials Conference,,0
04/03/2020 00:00:00,"LyondellBasell’s Spheripol technology again selected by Hyosung Vina Chemicals Co., Ltd.",,0
21/02/2020 00:00:00,LyondellBasell Announces Quarterly Dividend,,1
21/02/2020 00:00:00,LyondellBasell’s PO/TBA project installs major pieces of process equipment,,0
31/01/2020 00:00:00,LyondellBasell Reports 2019 Earnings,,1
21/01/2020 00:00:00,"LyondellBasell Named to Fortune Magazine's ""World's Most Admired Companies"" List for Third Consecutive Year",,0
17/01/2020 00:00:00,"LyondellBasell to Discuss Fourth-Quarter Results on Friday, January 31, 2020",,1
07/01/2020 00:00:00,"LyondellBasell grants 400 KTA Hostalen ACP License to Shandong Jinhai Chemical Co.,Ltd.",,0
24/12/2019 00:00:00,LyondellBasell and Sinopec announce joint venture to manufacture propylene oxide and styrene monomer in China,,0
03/12/2019 00:00:00,LyondellBasell technology selected for polyolefin plant in Turkey,,0
22/11/2019 00:00:00,LyondellBasell Announces Quarterly Dividend,,1
12/11/2019 00:00:00,LyondellBasell announces its Gulf Coast plant is 20 percent complete,,0
06/11/2019 00:00:00,"LyondellBasell to Address Morgan Stanley Global Chemicals, Agriculture and Packaging Conference",,0
01/11/2019 00:00:00,LyondellBasell Reports Third Quarter 2019 Earnings,,1
22/10/2019 00:00:00,Ulsan PP breaks ground on new polypropylene facility in South Korea,,0
18/10/2019 00:00:00,"LyondellBasell to Discuss Third-Quarter Results on Friday, November 1, 2019",,1
15/10/2019 00:00:00,LyondellBasell Announces Construction of New Small-Scale Molecular Recycling Facility,,0
14/10/2019 00:00:00,LyondellBasell Names Michael McMurray Executive Vice President and Chief Financial Officer,,0
08/10/2019 00:00:00,"Shandong Chambroad Sinopoly New Materials Co., Ltd selected LyondellBasell’s Spheripol and Spherizone technology",,0
26/09/2019 00:00:00,LyondellBasell Prices Public Offering of Guaranteed Notes,,0
26/09/2019 00:00:00,LyondellBasell Volunteers Turn Out in Full Force for 20th Annual Global Care Day,,0
17/09/2019 00:00:00,"LyondellBasell to Host Investor Day 2019 on September 24, 2019",,0
11/09/2019 00:00:00,LyondellBasell Grants Spherizone and Hostalen ACP Licenses to Sinopec,,0
23/08/2019 00:00:00,LyondellBasell Announces Quarterly Dividend,,1
07/08/2019 00:00:00,LyondellBasell Technology selected for a JV between Sonatrach and TOTAL,,0
02/08/2019 00:00:00,LyondellBasell Reports Second Quarter 2019 Earnings,,1
19/07/2019 00:00:00,"LyondellBasell to Discuss Second-Quarter Results on Friday, August 2, 2019",,1
12/07/2019 00:00:00,LyondellBasell Announces Final Results of Modified Dutch Auction Tender Offer,,0
09/07/2019 00:00:00,LyondellBasell Announces Preliminary Results of Modified Dutch Auction Tender Offer,,0
08/07/2019 00:00:00,"LyondellBasell Announces Final Daily VWAP and Final Price Cap of Tender Offer to Purchase Up to 37,000,000 of Its Shares",,0
03/07/2019 00:00:00,"LyondellBasell names Ken Lane executive vice president, Global Olefins & Polyolefins",,0
26/06/2019 00:00:00,LyondellBasell Joint Venture HMC Polymers expands production in Thailand,,0
18/06/2019 00:00:00,LyondellBasell and Neste announce commercial-scale production of bio-based plastic from renewable materials,,0
10/06/2019 00:00:00,"LyondellBasell Announces Commencement of Modified Dutch Auction Tender Offer to Purchase Up to 37,000,000 of Its Shares",,0
04/06/2019 00:00:00,LyondellBasell and Odebrecht S.A. End Discussions Regarding Braskem Acquisition,,0
31/05/2019 00:00:00,LyondellBasell Announces Increase to Quarterly Dividend and Shareholder Approval of Share Repurchase Program,,1
31/05/2019 00:00:00,LyondellBasell Announces Leadership Changes,,0
21/05/2019 00:00:00,Phu My Plastics Production JSC selects LyondellBasell’s Spheripol technology for its new 300 KTA polypropylene plant in Vietnam,,0
08/05/2019 00:00:00,LyondellBasell to Address Goldman Sachs Industrials & Materials Conference,,0
01/05/2019 00:00:00,LyondellBasell sites honored for safety by American Fuel and Petrochemical Manufacturers Association,,0
26/04/2019 00:00:00,LyondellBasell Reports First Quarter 2019 Earnings,,1
19/04/2019 00:00:00,LyondellBasell and SUEZ Collaborate with Samsonite to Create Recycled Plastic Suitcase Collection,,0
16/04/2019 00:00:00,LyondellBasell grants 1100KTA Hostalen ACP Licensed Capacity to PetroChina,,0
12/04/2019 00:00:00,"LyondellBasell to Discuss First-Quarter Results on Friday, April 26, 2019",,1
03/04/2019 00:00:00,"A. Schulman, Inc., a LyondellBasell Subsidiary, Announces Convertible Special Stock Dividend",,0
19/03/2019 00:00:00,"LyondellBasell grants Hostalen ACP License to Lianyungang Petrochemical Co., Ltd.",,0
28/02/2019 00:00:00,"LyondellBasell to Address JP Morgan Aviation, Transportation & Industrials Conference",,0
22/02/2019 00:00:00,LyondellBasell Announces Quarterly Dividend,,1
13/02/2019 00:00:00,"HPCL-Mittal Energy Limited selects LyondellBasell’s Spheripol technology for its new 500 KT per year polypropylene plant in Bathinda, India",,0
01/02/2019 00:00:00,LyondellBasell Reports 2018 Earnings,,1
23/01/2019 00:00:00,LyondellBasell grants Lupotech T License to Xinjiang Tianli Gaoxin Petrochemical Company Limited,,0
22/01/2019 00:00:00,"LyondellBasell named to Fortune Magazine's ""World's Most Admired Companies"" list for the second consecutive year",,0
18/01/2019 00:00:00,"LyondellBasell to Discuss Fourth-Quarter Results on Friday, February 1, 2019",,1
16/01/2019 00:00:00,LyondellBasell takes leadership role in global effort to end plastic waste,,0
04/01/2019 00:00:00,"A. Schulman, Inc., a LyondellBasell Subsidiary, Announces Convertible Special Stock Dividend",,0
05/12/2018 00:00:00,LyondellBasell grants Spherizone License to China Petroleum Materials Limited Corporation and Petrochina Liaoyang Petrochemical Company,,0
13/11/2018 00:00:00,LyondellBasell to Address Citi Basic Materials Conference,,0
07/11/2018 00:00:00,"LyondellBasell Licenses Hostalen ACP technology to China Petrochemical International Co., Ltd and Sinopec-SK (Wuhan) Petrochemical Company Ltd",,0
30/10/2018 00:00:00,LyondellBasell Reports Third Quarter 2018 Earnings,,1
26/10/2018 00:00:00,LyondellBasell CEO Bob Patel appointed president of International Council of Chemical Associations,,0
17/10/2018 00:00:00,"Spheripol and Hostalen ACP technologies selected by Wanhua Chemical Group Co., Ltd",,0
16/10/2018 00:00:00,"LyondellBasell to Discuss Third-Quarter Results on Tuesday, October 30, 2018",,1
10/10/2018 00:00:00,LyondellBasell Grants Spheripol License to a JV between PolyMirae and SK Advanced,,0
04/10/2018 00:00:00,"A. Schulman Inc., a LyondellBasell Subsidiary, Announces Convertible Special Stock Dividend",,0
02/10/2018 00:00:00,"LyondellBasell Grants Spherizone, Lupotech and Hostalen ACP Licenses to Zhejiang Petroleum & Chemical Co., Ltd.",,0
11/09/2018 00:00:00,Service Projects Around the World Expand LyondellBasell's Community Relations Reach,,0
04/09/2018 00:00:00,LyondellBasell and Covestro kick-off Circular Steam Project in Maasvlakte,,0
30/08/2018 00:00:00,LyondellBasell to Address Credit Suisse 31st Annual Basic Materials Conference,,0
30/08/2018 00:00:00,"Shandong Chambroad Petrochemicals Co. Ltd., selects LyondellBasell Hostalen ACP PE Technology",,0
22/08/2018 00:00:00,LyondellBasell Begins Construction of the World's Largest PO/TBA Plant,,0
21/08/2018 00:00:00,"LyondellBasell Completes Acquisition of A. Schulman, Inc.",,0
03/08/2018 00:00:00,LyondellBasell Reports Second Quarter 2018 Earnings,,1
31/07/2018 00:00:00,"LyondellBasell Grants Spheripol License to Qingdao Jinneng New Material Co., Ltd.",,0
26/07/2018 00:00:00,LyondellBasell advances chemical recycling by signing agreement with the Karlsruhe Institute of Technology,,0
25/07/2018 00:00:00,"LyondellBasell names James Guilfoyle Executive Vice President, Advanced Polymer Solutions and Global Supply Chain",,0
25/07/2018 00:00:00,LyondellBasell to Address Jefferies 2018 Global Industrials Conference,,0
24/07/2018 00:00:00,LyondellBasell Announces Board Leadership Succession,,0
20/07/2018 00:00:00,"LyondellBasell to Discuss Second-Quarter Results on Friday, August 3, 2018",,1
09/07/2018 00:00:00,LyondellBasell Grants Spheripol and Lupotech T Licenses to PT Chandra Asri Perkasa Tbk,,0
27/06/2018 00:00:00,LyondellBasell Receives EU Antitrust Clearance for Acquisition of A. Schulman,,0
25/06/2018 00:00:00,Hyosung Vietnam Corp. Ltd.  selects LyondellBasell’s Spheripol technology for its new 300 KT per year polypropylene plant in Vietnam,,0
25/06/2018 00:00:00,"PolyMirae, a LyondellBasell joint venture, to expand its polypropylene capacity by 400,000 tons/year in South Korea",,0
01/06/2018 00:00:00,LyondellBasell Announces Quarterly Dividend and Shareholder Approval of New Share Repurchase Program,,1
24/05/2018 00:00:00,Fujian Zhongjing Petrochemical Selects LyondellBasell Spheripol PP Technology for 1.200 KTA China project,,0
24/05/2018 00:00:00,LyondellBasell to Address Deutsche Bank 2018 Global Industrials and Materials Summit,,0
23/05/2018 00:00:00,LyondellBasell Executive Vice President and Chief Legal Officer Jeffrey A. Kaplan honored with 'Legend in Law' award,,0
22/05/2018 00:00:00,LyondellBasell Receives Chinese Antitrust Clearance for Acquisition of A. Schulman,,0
21/05/2018 00:00:00,LyondellBasell Bayport Complex Receives Prestigious Safety Award,,0
02/05/2018 00:00:00,LyondellBasell to Address Barclays Americas Select Franchise Conference,,0
01/05/2018 00:00:00,LyondellBasell Clinton Complex Celebrates 50 Years of Operation,,0
27/04/2018 00:00:00,LyondellBasell Reports First Quarter 2018 Earnings,,1
24/04/2018 00:00:00,LyondellBasell to Address Wells Fargo Industrials Conference,,0
03/04/2018 00:00:00,LyondellBasell Among Top Corporate Donors to United Way of Greater Houston for 2017 Campaign,,0
30/03/2018 00:00:00,LyondellBasell names Jacinth Smiley Chief Accounting Officer,,0
22/03/2018 00:00:00,LyondellBasell's Houston Refinery Marks 100th Anniversary,,0
21/03/2018 00:00:00,LyondellBasell Receives U.S. Antitrust Clearance for Acquisition of A. Schulman,,0
16/03/2018 00:00:00,LyondellBasell Helps India Food Bank Leaders Fight Hunger,,0
15/03/2018 00:00:00,"LyondellBasell and the Astros Foundation Complete Enhancements to Four Youth Softball Fields in La Porte, Texas",,0
15/03/2018 00:00:00,LyondellBasell Presents Advanced Surfaces at the Plastics in Automotive Engineering Conference,,0
14/03/2018 00:00:00,LyondellBasell and SUEZ Begin Jointly Operating Plastics Recycling Venture,,0
13/03/2018 00:00:00,LyondellBasell Supports Elementary School in Region Recovering from Hurricane Devastation,,0
08/03/2018 00:00:00,"LyondellBasell to Address J.P. Morgan Aviation, Transportation & Industrials Conference",,0
15/02/2018 00:00:00,"LyondellBasell Announces Entry into a Definitive Agreement to Acquire A. Schulman, Inc.",,0
12/02/2018 00:00:00,LyondellBasell Advances Safety for Patients with New Purell Random Copolymer,,0
02/02/2018 00:00:00,LyondellBasell Advances Packaging with New Moplen Impact Enhanced Polypropylene Grade,,0
