Date,Description,Link,EarningRelated
21/11/2007 00:00:00,lululemon athletica inc. Announces Third Quarter Earnings Conference Call,,1
16/11/2007 00:00:00,"Statement from Bob Meers, Chief Executive Officer, lululemon athletica inc.",,0
15/11/2007 00:00:00,lululemon athletica inc. Confirms VitaSea Fabric Contents and Testing Process,,0
17/10/2007 00:00:00,Michael Casey Joins lululemon athletica Board of Directors,,0
16/10/2007 00:00:00,lululemon athletica inc. Raises Third Quarter Comparable-Store Sales Outlook,,1
15/10/2007 00:00:00,lululemon athletica inc. Announces Participation in the 2007 Wachovia Consumer Growth Conference,,0
10/09/2007 00:00:00,lululemon athletica inc. Announces Second Quarter Fiscal 2007 Results,,1
31/08/2007 00:00:00,lululemon athletica inc. Announces Second Quarter Earnings Conference call,,1
26/07/2007 00:00:00,Lululemon Athletica (LULU) Founder To Ring The NASDAQ Stock Market Opening Bell,,0
01/05/2007 00:00:00,Lululemon Corp. Files Registration Statement For Initial Public Offering,,0
02/10/2006 00:00:00,Lululemon Athletica And Descente Ltd. Form 'Lululemon Japan Inc.',,0
08/12/2005 00:00:00,"Lululemon Athletica Gains Partners In Growth Equity Investment - Board, Management And Financial Expertise To Assist Expansion",,0
