Date,Close/Last,Volume,Open,High,Low
05/16/2023,74.91,22624,75.45,75.95,74.50
05/15/2023,75.23,22844,74.25,75.75,73.49
05/12/2023,74.17,24638,75.46,75.84,74.03
05/11/2023,74.98,30533,76.64,77.40,74.62
05/10/2023,76.41,29105,77.25,77.60,75.68
05/09/2023,77.44,24247,76.85,77.49,75.83
05/08/2023,77.01,16847,75.41,77.42,74.96
05/05/2023,75.30,19622,72.65,75.73,72.41
05/04/2023,72.50,29842,71.89,73.73,71.97
05/03/2023,72.33,34422,75.27,75.55,71.68
05/02/2023,75.32,34817,79.26,79.78,75.09
05/01/2023,79.31,11978,80.18,80.19,78.13
04/28/2023,79.54,411,78.31,79.60,77.97
04/27/2023,78.37,5821,77.87,78.63,77.39
04/26/2023,77.69,13433,81.00,81.47,77.48
04/25/2023,80.77,15651,82.58,83.05,80.35
04/24/2023,82.73,15119,81.60,82.99,80.49
04/21/2023,81.66,13903,80.83,82.04,80.45
04/20/2023,81.10,24223,83.00,83.04,80.77
04/19/2023,83.12,28813,84.86,85.15,82.41
04/18/2023,84.77,26623,84.82,85.40,83.82
04/17/2023,84.76,26299,86.27,86.51,84.35
04/14/2023,86.31,25145,86.34,86.86,85.54
04/13/2023,86.09,24378,87.15,87.47,86.06
04/12/2023,87.33,35076,85.55,87.49,85.41
04/11/2023,85.61,27206,84.28,85.68,83.75
04/10/2023,84.18,13679,84.95,85.64,84.08
04/06/2023,85.12,23189,84.83,85.44,84.05
04/05/2023,84.99,27206,85.10,85.55,84.01
04/04/2023,84.94,32391,84.78,86.05,83.87
04/03/2023,84.93,34002,85.71,85.93,83.49
03/31/2023,79.77,232,79.28,79.77,79.07
03/30/2023,79.27,4496,78.22,79.55,77.85
03/29/2023,78.28,8726,79.02,79.70,77.95
03/28/2023,78.65,12656,78.18,79.21,77.55
03/27/2023,78.12,12403,75.24,78.43,74.80
03/24/2023,74.99,18559,75.42,76.28,72.69
03/23/2023,75.91,18324,75.74,77.43,75.12
03/22/2023,76.69,19163,75.09,77.09,74.52
03/21/2023,75.32,18170,73.74,75.40,72.81
03/20/2023,73.79,21345,72.89,73.85,70.13
03/17/2023,72.97,33516,74.55,75.90,71.35
03/16/2023,74.70,29692,74.35,75.52,71.86
03/15/2023,73.69,45422,77.57,78.71,71.63
03/14/2023,77.45,31949,80.69,80.88,76.88
03/13/2023,80.77,37857,82.54,83.47,78.34
03/10/2023,82.78,25598,81.47,83.08,80.73
03/09/2023,81.59,24900,82.62,84.01,81.41
03/08/2023,82.66,23331,82.98,83.59,82.05
03/07/2023,83.29,24281,86.23,86.76,82.65
03/06/2023,86.18,22629,85.93,86.36,84.35
03/03/2023,85.83,27206,84.41,86.00,82.36
03/02/2023,84.75,17254,84.31,85.09,83.84
03/01/2023,84.31,23652,83.10,84.49,82.61
02/28/2023,83.89,256,82.64,84.12,82.61
02/27/2023,82.45,4537,83.12,83.63,81.74
02/24/2023,83.16,9333,82.35,83.38,81.07
02/23/2023,82.21,12506,80.47,82.75,80.34
02/22/2023,80.60,17792,82.74,83.23,80.40
02/21/2023,83.05,28729,83.01,84.29,82.54
02/17/2023,83.00,26352,84.67,84.85,81.79
02/16/2023,85.14,19454,85.14,86.20,84.60
02/15/2023,85.38,20189,85.29,85.85,83.90
02/14/2023,85.58,19172,85.75,86.40,84.12
02/13/2023,86.61,18340,86.60,86.95,85.09
02/10/2023,86.39,29539,84.23,86.91,83.94
02/09/2023,84.50,28819,85.07,85.50,83.06
02/08/2023,85.09,27763,84.03,85.16,83.50
02/07/2023,83.69,23798,81.40,84.10,81.18
02/06/2023,80.99,30311,79.75,81.40,79.09
02/03/2023,79.94,24117,82.15,84.19,79.62
02/02/2023,82.17,23742,83.09,83.60,81.24
02/01/2023,82.84,26357,85.52,86.20,82.37
01/31/2023,84.49,196,85.16,85.16,83.69
01/30/2023,84.90,4091,86.80,87.37,84.75
01/27/2023,86.66,8503,87.60,88.91,85.68
01/26/2023,87.47,11798,86.13,88.01,85.78
01/25/2023,86.12,18662,86.30,87.01,85.41
01/24/2023,86.13,22793,88.03,88.71,85.81
01/23/2023,88.19,19824,87.81,89.10,86.93
01/20/2023,87.63,21840,86.36,87.77,85.58
01/19/2023,86.16,27460,84.59,86.85,83.74
01/18/2023,84.98,25148,86.72,87.84,84.40
01/17/2023,85.92,35074,85.44,86.82,83.86
01/13/2023,85.28,17524,83.95,85.49,83.49
01/12/2023,84.03,27886,82.86,84.61,82.38
01/11/2023,82.67,28329,79.59,82.97,79.30
01/10/2023,80.10,20704,79.71,80.88,78.81
01/09/2023,79.65,29379,78.48,81.37,78.34
01/06/2023,78.57,23089,78.81,80.57,78.05
01/05/2023,78.69,27406,78.09,79.96,77.61
01/04/2023,77.84,24022,82.23,82.67,77.72
01/03/2023,82.10,26661,86.04,87.02,81.77
12/30/2022,85.91,18860,83.66,86.28,82.88
12/29/2022,82.26,218,82.86,82.91,81.30
12/28/2022,83.26,3876,84.60,84.64,81.95
12/27/2022,84.33,6330,84.46,85.67,83.66
12/23/2022,83.92,7082,81.73,84.37,81.34
12/22/2022,80.98,15132,82.37,83.86,80.68
12/21/2022,82.20,16882,79.95,82.54,79.60
12/20/2022,79.99,17498,80.28,80.90,78.30
12/19/2022,79.80,18597,79.09,80.89,78.63
12/16/2022,79.04,23738,81.34,81.76,78.28
12/15/2022,81.21,25021,82.84,83.19,80.83
12/14/2022,82.70,25822,80.34,83.14,80.13
12/13/2022,80.68,29045,78.19,81.28,78.04
12/12/2022,77.99,22107,76.67,78.58,75.26
12/09/2022,76.10,22942,76.73,77.47,75.11
12/08/2022,76.15,32814,77.49,79.18,75.76
12/07/2022,77.17,26130,79.79,80.48,76.94
12/06/2022,79.35,25858,83.09,83.67,78.71
12/05/2022,82.68,24437,85.52,88.43,82.54
12/02/2022,85.57,22186,87.13,87.89,85.19
12/01/2022,86.88,21995,86.60,89.41,86.25
11/30/2022,85.43,379,83.58,85.82,83.51
11/29/2022,83.03,10131,82.33,84.42,82.79
11/28/2022,83.19,11387,83.80,84.05,82.22
11/25/2022,83.63,10727,84.94,86.90,83.56
11/23/2022,85.41,26365,88.41,89.54,84.12
11/22/2022,88.36,22042,87.65,89.88,87.37
11/21/2022,87.45,39326,87.80,87.75,84.93
11/18/2022,87.62,33772,89.98,90.61,85.79
11/17/2022,89.78,27769,92.80,92.88,89.54
11/16/2022,92.86,21745,93.76,94.78,91.68
11/15/2022,93.86,30040,92.53,95.75,91.53
11/14/2022,93.14,22531,95.97,96.92,92.49
11/11/2022,95.99,23277,93.27,96.92,93.27
11/10/2022,93.67,28957,92.54,94.31,91.69
11/09/2022,92.65,25654,95.01,95.69,92.30
11/08/2022,95.36,27248,98.00,95.74,94.98
11/07/2022,97.92,21760,97.78,99.56,96.70
11/04/2022,98.57,30706,94.48,98.69,98.49
11/03/2022,94.67,20460,95.66,94.55,94.38
11/02/2022,96.16,26700,94.67,96.47,93.99
11/01/2022,94.65,19882,92.80,95.55,92.36
10/31/2022,94.83,377,96.00,96.00,94.32
10/28/2022,95.77,5071,96.78,96.89,95.00
10/27/2022,96.96,11302,96.16,97.28,95.08
10/26/2022,95.69,13318,93.25,96.19,92.04
10/25/2022,93.52,20434,93.56,94.37,91.63
10/24/2022,93.26,24317,93.61,94.44,91.21
10/21/2022,93.50,24869,92.79,93.80,91.02
10/20/2022,92.38,35812,92.51,94.77,91.92
10/19/2022,92.41,41724,90.79,92.84,89.38
10/18/2022,90.03,38950,92.02,92.65,88.77
10/17/2022,91.62,22979,91.71,93.23,90.84
10/14/2022,91.63,27392,94.75,95.11,91.27
10/13/2022,94.57,30912,92.47,94.90,91.09
10/12/2022,92.45,27208,93.69,95.17,91.58
10/11/2022,94.29,29551,96.15,96.45,93.11
10/10/2022,96.19,23744,98.70,98.76,95.62
10/07/2022,97.92,34099,94.99,98.59,97.63
10/06/2022,94.42,24970,93.83,95.01,92.73
10/05/2022,93.37,34456,91.65,93.97,90.90
10/04/2022,91.80,37828,88.89,92.39,91.36
10/03/2022,88.86,37315,86.51,89.83,87.10
09/30/2022,87.96,273,88.56,87.97,87.97
09/29/2022,88.49,5306,88.95,89.90,87.94
09/28/2022,89.32,8982,85.83,89.49,87.42
09/27/2022,86.27,9189,83.91,87.12,85.08
09/26/2022,84.06,13248,86.72,84.57,83.63
09/23/2022,86.15,18412,90.35,86.75,85.46
09/22/2022,90.46,21806,89.92,90.97,89.97
09/21/2022,89.83,26974,90.69,91.18,89.30
09/20/2022,90.62,23999,91.97,91.03,90.02
09/19/2022,92.00,17116,91.65,92.58,88.48
09/16/2022,91.35,20004,90.65,92.64,90.22
09/15/2022,90.84,29114,94.43,91.63,90.51
09/14/2022,94.10,28453,93.49,95.81,93.65
09/13/2022,93.17,27092,94.21,93.82,92.58
09/12/2022,94.00,21220,92.30,95.02,93.55
09/09/2022,92.84,21705,88.46,93.10,88.32
09/08/2022,89.15,21374,87.64,89.09,88.19
09/07/2022,88.00,28168,92.80,89.96,87.40
09/06/2022,92.83,34323,93.09,93.16,92.28
09/02/2022,93.02,21625,92.00,95.32,92.00
09/01/2022,92.36,22384,94.78,95.66,91.81
08/31/2022,96.49,1,99.71,96.53,96.53
08/30/2022,99.31,4779,105.00,101.05,97.67
08/29/2022,105.09,5582,100.83,105.48,100.29
08/26/2022,100.99,13082,99.88,101.17,98.14
08/25/2022,99.34,20001,101.60,102.47,99.12
08/24/2022,101.22,24125,100.16,102.00,99.07
08/23/2022,100.22,21277,96.58,100.45,96.51
08/22/2022,96.48,26040,95.66,97.25,92.36
08/19/2022,96.72,21984,96.63,97.87,94.25
08/18/2022,96.59,21076,93.18,97.41,93.05
08/17/2022,93.65,18823,92.77,94.46,91.52
08/16/2022,92.34,22235,93.64,95.95,91.72
08/15/2022,95.10,20288,97.76,98.04,92.72
08/12/2022,98.15,19755,99.29,100.35,96.94
08/11/2022,99.60,20669,97.27,100.16,96.65
08/10/2022,97.40,27329,96.46,97.98,93.61
08/09/2022,96.31,20201,96.54,98.39,94.91
08/08/2022,96.65,16969,94.27,96.73,92.99
08/05/2022,94.92,16100,93.59,96.40,92.75
08/04/2022,94.12,20734,97.01,96.91,93.15
08/03/2022,96.78,21709,99.64,102.37,96.48
08/02/2022,100.54,16948,100.00,102.41,99.56
08/01/2022,100.03,24757,103.87,100.49,99.36
07/29/2022,103.97,23686,102.54,104.27,103.50
07/28/2022,107.14,4903,107.49,108.98,105.96
07/27/2022,106.62,8456,104.78,107.80,103.72
07/26/2022,104.40,16097,104.81,107.35,103.98
07/25/2022,105.15,14152,103.44,105.35,103.46
07/22/2022,103.20,16584,104.25,105.47,103.07
07/21/2022,103.86,24564,106.79,106.80,101.52
07/20/2022,106.92,23077,107.15,107.43,105.09
07/19/2022,107.35,21307,105.59,107.60,104.90
07/18/2022,106.27,19550,100.92,106.47,99.48
07/15/2022,101.16,18400,99.60,102.62,98.21
07/14/2022,99.10,27385,99.85,100.37,94.50
07/13/2022,99.57,21737,99.31,101.20,97.30
07/12/2022,99.49,22379,106.23,106.51,98.91
07/11/2022,107.10,17016,106.76,107.33,103.66
07/08/2022,107.02,19749,104.49,107.45,103.75
07/07/2022,104.65,22129,99.96,106.35,98.47
07/06/2022,100.69,27708,104.00,101.09,99.14
07/05/2022,102.77,40936,111.61,103.28,102.41
07/01/2022,111.63,16671,109.46,112.42,108.01
06/30/2022,114.81,68,116.04,116.33,115.00
06/29/2022,116.26,2364,117.96,120.38,115.41
06/28/2022,117.98,4668,115.84,118.24,115.40
06/27/2022,115.09,9749,112.46,116.04,111.25
06/24/2022,113.12,10685,109.81,113.99,109.27
06/23/2022,110.05,20378,110.22,112.69,108.11
06/22/2022,111.74,32687,114.57,114.57,107.03
06/21/2022,114.65,20667,113.80,116.25,111.57
06/17/2022,113.12,25051,119.34,121.25,111.72
06/16/2022,119.81,23437,119.12,120.28,118.77
06/15/2022,118.51,21735,121.00,121.85,117.75
06/14/2022,121.17,26925,122.50,121.25,118.94
06/13/2022,122.27,20110,121.69,123.61,118.95
06/10/2022,122.01,24173,122.94,124.33,119.87
06/09/2022,123.07,20446,123.89,124.33,122.50
06/08/2022,123.58,21151,121.03,124.41,120.46
06/07/2022,120.57,19436,120.08,121.38,118.56
06/06/2022,119.51,15718,121.35,121.89,118.76
06/03/2022,119.72,10057,118.26,121.44,116.08
06/02/2022,117.61,21679,115.82,118.44,112.48
06/01/2022,116.29,20193,116.63,118.58,115.43
05/31/2022,122.84,615,119.47,124.13,119.36
05/27/2022,119.43,3816,117.54,119.73,116.68
05/26/2022,117.40,9969,114.45,118.00,113.84
05/25/2022,114.03,11005,113.92,115.32,113.04
05/24/2022,113.56,18322,113.36,114.03,113.37
05/23/2022,113.42,18195,112.74,114.36,111.86
05/20/2022,112.55,16218,111.50,113.22,110.54
05/19/2022,112.04,25326,109.30,112.27,105.70
05/18/2022,109.11,20775,112.89,114.13,108.35
05/17/2022,111.93,22410,114.29,115.66,111.12
05/16/2022,114.24,19401,111.41,114.78,109.04
05/13/2022,111.55,23459,108.00,111.69,107.81
05/12/2022,107.45,25396,107.56,108.69,104.69
05/11/2022,107.51,30171,101.70,108.26,100.93
05/10/2022,102.46,25352,105.56,106.91,101.70
05/09/2022,105.94,27321,113.05,113.22,104.95
05/06/2022,112.39,23341,111.15,113.52,109.88
05/05/2022,110.90,25808,110.14,113.99,109.23
05/04/2022,110.14,20271,106.10,111.00,105.50
05/03/2022,104.97,22191,107.37,108.30,104.62
05/02/2022,107.58,22457,106.20,108.41,103.13
04/29/2022,109.34,55,107.65,109.77,107.65
04/28/2022,107.59,4791,104.76,107.93,103.30
04/27/2022,105.32,6138,105.37,106.35,103.27
04/26/2022,104.99,10531,102.57,106.15,101.12
04/25/2022,102.32,13559,105.74,105.95,99.47
