Date,Description,Link,EarningRelated
29/01/2021 00:00:00,LyondellBasell to Discuss Fourth-Quarter 2020 Results,,1
01/12/2020 00:00:00,LyondellBasell to Address Citi 2020 Basic Materials Conference,,0
30/10/2020 00:00:00,"LyondellBasell to Discuss Third-Quarter Results on Friday, October 30, 2020",,1
02/10/2020 00:00:00,LyondellBasell and Sasol form Integrated Polyethylene Joint Venture,,0
31/07/2020 00:00:00,"LyondellBasell to Discuss Second-Quarter Results on Friday, July 31, 2020",,1
15/05/2020 00:00:00,LyondellBasell to Address Goldman Sachs Industrials & Materials Virtual Conference,,0
01/05/2020 00:00:00,"LyondellBasell to Discuss First-Quarter Results on Friday, May 1, 2020",,1
10/03/2020 00:00:00,LyondellBasell to Address J.P. Morgan Industrials Conference,,0
31/01/2020 00:00:00,"LyondellBasell to Discuss Fourth-Quarter Results on Friday, January 31, 2020",,1
03/12/2019 00:00:00,LyondellBasell to Address Citi 2019 Basic Materials Conference,,0
13/11/2019 00:00:00,"LyondellBasell to Address Morgan Stanley Global Chemicals, Agriculture and Packaging Conference",,0
01/11/2019 00:00:00,"LyondellBasell to Discuss Third-Quarter Results on Friday, November 1, 2019",,1
24/09/2019 00:00:00,LyondellBasell to Host Investor Day 2019,,0
02/08/2019 00:00:00,"LyondellBasell to Discuss Second-Quarter Results on Friday, August 2, 2019",,1
15/05/2019 00:00:00,LyondellBasell to Address Goldman Sachs Industrials & Materials Conference,,0
26/04/2019 00:00:00,"LyondellBasell to Discuss First-Quarter Results on Friday, April 26, 2019",,1
07/03/2019 00:00:00,"JP Morgan Aviation, Transportation & Industrials Conference",,0
01/02/2019 00:00:00,"LyondellBasell to Discuss Fourth-Quarter Results on Friday, February 1, 2019",,1
27/11/2018 00:00:00,LyondellBasell to Address Citi Basic Materials Conference,,0
30/10/2018 00:00:00,"LyondellBasell to Discuss Third-Quarter Results on Tuesday, October 30, 2018",,1
13/09/2018 00:00:00,LyondellBasell to Address Credit Suisse 31st Annual Basic Materials Conference,,0
08/08/2018 00:00:00,LyondellBasell to Address Jefferies 2018 Global Industrials Conference,,0
03/08/2018 00:00:00,2018 Q2 Earnings Call,,1
07/06/2018 00:00:00,LyondellBasell to Address Deutsche Bank 2018 Global Industrials and Materials Summit,,0
16/05/2018 00:00:00,LyondellBasell to Address Barclays Americas Select Franchise Conference,,0
08/05/2018 00:00:00,LyondellBasell to Address Wells Fargo Industrials Conference,,0
27/04/2018 00:00:00,2018 Q1 Earnings Call,,1
15/03/2018 00:00:00,"LyondellBasell to Address J.P. Morgan Aviation, Transportation & Industrials Conference",,0
15/02/2018 00:00:00,"LyondellBasell Announces Entry Into Definitive Agreement to Acquire A. Schulman, Inc. - Investor Call",,0
02/02/2018 00:00:00,2017 Q4 Earnings Call,,1
29/11/2017 00:00:00,Citi Basic Materials Conference,,0
27/10/2017 00:00:00,2017 Q3 Earnings Call,,1
28/07/2017 00:00:00,2017 Q2 Earnings Call,,1
01/06/2017 00:00:00,Bernstein 33rd Annual Strategic Decisions Conference,,0
17/05/2017 00:00:00,Barclays Americas Franchise Conference,,0
28/04/2017 00:00:00,2017 Q1 Earnings Call,,1
05/04/2017 00:00:00,LyondellBasell Investor Day 2017,,0
03/02/2017 00:00:00,2016 Q4 Earnings Call,,1
29/11/2016 00:00:00,LyondellBasell to Address Citi's Basic Materials Conference,,0
14/11/2016 00:00:00,Morgan Stanley Global Chemicals and Agriculture Conference,,0
01/11/2016 00:00:00,2016 Q3 Earnings Call,,1
14/09/2016 00:00:00,LyondellBasell to Address Credit Suisse Basic Materials Conference,,0
08/09/2016 00:00:00,LyondellBasell to Address RBC Capital Markets' Industrial Conference,,0
10/08/2016 00:00:00,LyondellBasell to Address Jefferies Industrials Conference,,0
29/07/2016 00:00:00,2016 Q2 Earnings Call,,1
09/06/2016 00:00:00,LyondellBasell to Address Deutsche Bank Global Industrials and Materials Summit,,0
03/06/2016 00:00:00,Bernstein 32nd Annual Strategic Decisions Conference,,0
17/05/2016 00:00:00,Goldman Sachs Basic Materials Conference,,0
11/05/2016 00:00:00,Wells Fargo Securities Industrial and Construction Conference,,0
22/04/2016 00:00:00,2016 Q1 Earnings Call,,1
15/03/2016 00:00:00,Goldman Sachs Houston Chemical Intensity Days,,0
09/03/2016 00:00:00,"J.P. Morgan Aviation, Transportation & Industrials Conference",,0
02/03/2016 00:00:00,Bank of America Global Agriculture & Chemicals Conference,,0
02/02/2016 00:00:00,2015 Q4 Earnings Call,,1
01/12/2015 00:00:00,LyondellBasell to address Citi Basic Materials Conference,,0
09/11/2015 00:00:00,4th Annual Morgan Stanley Global Chemicals & Agriculture Conference,,0
23/10/2015 00:00:00,Third-Quarter 2015 Earnings Call,,1
16/09/2015 00:00:00,Credit Suisse 28th Annual Basic Materials Conference,,0
11/08/2015 00:00:00,Jefferies Annual Industrials Conference,,0
28/07/2015 00:00:00,Second-Quarter 2015 Earnings Call,,1
04/06/2015 00:00:00,Deutsche Bank Global Industrials and Basic Materials Conference,,0
19/05/2015 00:00:00,Barclays Americas Select Franchise Conference,,0
19/05/2015 00:00:00,Goldman Sachs Basic Materials Conference,,0
06/05/2015 00:00:00,Wells Fargo Industrial and Construction Conference,,0
24/04/2015 00:00:00,First-Quarter 2015 Earnings Call,,1
05/03/2015 00:00:00,"JP Morgan Aviation, Transportation & Industrials Conference",,0
03/02/2015 00:00:00,Fourth-Quarter 2014 Earnings Call,,1
10/12/2014 00:00:00,Bank of America Merrill Lynch 2014 Basic Materials Conference,,0
02/12/2014 00:00:00,Citi Basic Materials Conference,,0
11/11/2014 00:00:00,Morgan Stanley Global Chemicals and Agriculture Conference,,0
24/10/2014 00:00:00,Third-Quarter 2014 Earnings Results,,1
16/09/2014 00:00:00,Credit Suisse 2014 Basic Materials Conference,,0
11/09/2014 00:00:00,UBS Best of Americas 2014 Conference,,0
12/08/2014 00:00:00,Jefferies 2014 Global Industrials Conference,,0
25/07/2014 00:00:00,Second-Quarter 2014 Earnings Results,,1
04/06/2014 00:00:00,Deutsche Bank 2014 Global Industrials & Basic Materials Conference,,0
20/05/2014 00:00:00,Goldman Sachs 2014 Basic Materials Conference,,0
13/05/2014 00:00:00,Barclays Americas Select Franchise Conference 2014,,0
08/05/2014 00:00:00,Wells Fargo 5th Annual Industrial & Construction Conference 2014,,0
29/04/2014 00:00:00,First-Quarter 2014 Earnings Results,,1
12/03/2014 00:00:00,"JP Morgan Aviation, Transportation and Industrial Conference 2014",,0
31/01/2014 00:00:00,Fourth-Quarter and Full Year 2013 Earnings Results,,1
11/12/2013 00:00:00,Bank of America Merrill Lynch Basic Materials Conference 2013,,0
03/12/2013 00:00:00,Citi Basic Materials Conference 2013,,0
14/11/2013 00:00:00,Morgan Stanley Global Chemicals and Agriculture Conference 2013,,0
29/10/2013 00:00:00,Third-Quarter 2013 Earnings Results,,1
17/09/2013 00:00:00,Credit Suisse Chemical and Agricultural Science Conference 2013,,0
13/08/2013 00:00:00,Jefferies Industrial Conference 2013,,0
26/07/2013 00:00:00,Second-Quarter 2013 Earnings Results,,1
12/06/2013 00:00:00,Deutsche Bank Global Industrials and Basic Materials Conference 2013,,0
04/06/2013 00:00:00,JP Morgan Diversified Industries Conference 2013,,0
21/05/2013 00:00:00,Barclay’s Americas Select Franchise Conference 2013,,0
21/05/2013 00:00:00,Goldman Sachs Basic Materials Conference 2013,,0
08/05/2013 00:00:00,Wells Fargo Industrial and Construction Conference 2013,,0
07/05/2013 00:00:00,Barclays ROC Conference 2013,,0
26/04/2013 00:00:00,First-Quarter 2013 Earnings Results,,1
20/02/2013 00:00:00,Barclays Industrial Select Conference 2013,,0
01/02/2013 00:00:00,Fourth-Quarter and Full Year 2012 Earnings Teleconference,,1
27/11/2012 00:00:00,Citi Basic Materials Symposium 2012,,0
14/11/2012 00:00:00,Morgan Stanley Global Chemicals Conference 2012,,0
26/10/2012 00:00:00,Third-Quarter 2012 Earnings Results,,1
05/09/2012 00:00:00,Bank of America Merrill Lynch Global Industrials & Materials Conference 2012,,0
07/08/2012 00:00:00,Jefferies 2012 Global Industrial and A&D Conference,,0
27/07/2012 00:00:00,Second-Quarter 2012 Earnings Results,,1
14/06/2012 00:00:00,Deutsche Bank Industrials and Basic Materials Conference 2012,,0
05/06/2012 00:00:00,JP Morgan Diversified Industries Conference 2012,,0
23/05/2012 00:00:00,Goldman Sachs Basic Materials Conference 2012,,0
16/05/2012 00:00:00,Barclays Americas Select Franchise Conference 2012,,0
09/05/2012 00:00:00,Wells Fargo Industrial and Construction Conference 2012,,0
03/05/2012 00:00:00,Barclays ROC Star Conference 2012,,0
30/04/2012 00:00:00,First-Quarter 2012 Earnings Results,,1
27/03/2012 00:00:00,Goldman Sachs Chemical Intensity Day 2012,,0
22/02/2012 00:00:00,Barclays Industrial Select Conference 2012,,0
10/02/2012 00:00:00,Fourth-Quarter and Full Year 2011 Earnings Teleconference,,1
