Date,Description,Link,EarningRelated
01/11/2023 16:30:00,Second Quarter Fiscal 2024 Earnings Call,,1
29/08/2023 08:00:00,e.l.f. Beauty Announces Definitive Agreement to Acquire Naturium,,0
08/08/2023 08:30:00,Canaccord Genuity 43rd Annual Growth Conference,,0
01/08/2023 16:30:00,First Quarter Fiscal 2024 Earnings Call,,1
24/05/2023 16:30:00,Fourth Quarter Fiscal 2023 Earnings Call,,1
14/03/2023 14:40:00,BofA Securities 2023 Consumer & Retail Conference,,0
01/02/2023 16:30:00,Third Quarter Fiscal 2023 Earnings Call,,1
