Date,% Slower,% Same,% Faster,Net,Index
1980-10-01,5.0,82.0,13.0,-8.0,46.5
1980-09-01,5.0,72.0,23.0,-18.0,41.2
1980-08-01,5.0,68.0,27.0,-22.0,40.1
1980-07-01,4.0,63.0,33.0,-29.0,36.3
1980-06-01,3.0,58.0,39.0,-36.0,32.4
1980-05-01,4.0,52.0,44.0,-40.0,29.8
1980-04-01,7.0,62.0,31.0,-24.0,36.9
1980-03-01,7.0,68.0,25.0,-18.0,39.1
1980-02-01,9.0,79.0,12.0,-3.0,46.0
1980-01-01,8.0,67.0,25.0,-17.0,42.1
1979-12-01,25.0,67.0,8.0,17.0,42.2
1979-11-01,11.0,69.0,20.0,-9.0,46.8
1979-10-01,15.0,62.0,23.0,-8.0,46.9
1979-09-01,17.0,66.0,17.0,0.0,50.7
1979-08-01,15.0,73.0,12.0,3.0,52.9
1979-07-01,23.0,67.0,10.0,13.0,57.4
1979-06-01,26.0,71.0,3.0,23.0,61.4
1979-05-01,36.0,58.0,6.0,30.0,63.7
1979-04-01,57.0,41.0,2.0,55.0,75.6
1979-03-01,44.0,51.0,5.0,39.0,66.7
1979-02-01,40.0,56.0,4.0,36.0,64.0
1979-01-01,32.0,66.0,2.0,30.0,66.4
1978-12-01,25.0,73.0,2.0,23.0,63.5
1978-11-01,25.0,74.0,1.0,24.0,64.5
1978-10-01,29.0,68.0,3.0,26.0,64.7
1978-09-01,22.0,74.0,4.0,18.0,60.0
1978-08-01,21.0,77.0,2.0,19.0,60.6
1978-07-01,23.0,73.0,4.0,19.0,59.4
1978-06-01,29.0,66.0,5.0,24.0,61.1
1978-05-01,25.0,69.0,6.0,19.0,57.4
1978-04-01,24.0,69.0,7.0,17.0,57.1
1978-03-01,30.0,61.0,9.0,21.0,58.9
1978-02-01,38.0,58.0,4.0,34.0,63.4
1978-01-01,14.0,79.0,7.0,7.0,55.6
1977-12-01,13.0,83.0,4.0,9.0,57.1
1977-11-01,13.0,81.0,6.0,7.0,56.3
1977-10-01,13.0,79.0,8.0,5.0,53.6
1977-09-01,15.0,82.0,3.0,12.0,56.7
1977-08-01,12.0,83.0,5.0,7.0,53.5
1977-07-01,24.0,71.0,5.0,19.0,58.3
1977-06-01,15.0,80.0,5.0,10.0,53.3
1977-05-01,20.0,76.0,4.0,16.0,55.4
1977-04-01,16.0,79.0,5.0,11.0,54.6
1977-03-01,18.0,64.0,18.0,0.0,49.6
1977-02-01,40.0,56.0,4.0,36.0,65.1
1977-01-01,14.0,76.0,10.0,4.0,55.3
1976-12-01,14.0,73.0,13.0,1.0,53.3
1976-11-01,9.0,71.0,20.0,-11.0,47.2
1976-10-01,10.0,77.0,13.0,-3.0,49.0
1976-09-01,14.0,77.0,9.0,5.0,52.6
1976-08-01,17.0,78.0,5.0,12.0,55.2
1976-07-01,19.0,74.0,7.0,12.0,54.0
1976-06-01,26.0,70.0,4.0,22.0,58.6
1976-05-01,,,,,58.3
1976-04-01,,,,,57.3
1976-03-01,,,,,56.7
1976-02-01,,,,,56.1
1976-01-01,,,,,54.0
1975-12-01,,,,,41.2
1975-11-01,,,,,46.8
1975-10-01,,,,,44.8
1975-09-01,,,,,43.8
1975-08-01,,,,,35.1
1975-07-01,,,,,28.7
1975-06-01,,,,,24.9
1975-05-01,,,,,22.7
1975-04-01,,,,,21.7
1975-03-01,,,,,17.3
1975-02-01,,,,,15.9
1975-01-01,,,,,19.5
1974-12-01,,,,,23.2
1974-11-01,,,,,34.0
1974-10-01,,,,,45.3
1974-09-01,,,,,51.8
1974-08-01,,,,,66.3
1974-07-01,,,,,69.2
1974-06-01,,,,,73.1
1974-05-01,,,,,74.5
1974-04-01,,,,,82.1
1974-03-01,,,,,88.9
1974-02-01,,,,,88.8
1974-01-01,,,,,91.8
1973-12-01,,,,,92.8
1973-11-01,,,,,96.8
1973-10-01,,,,,88.7
1973-09-01,,,,,90.1
1973-08-01,,,,,86.7
1973-07-01,,,,,85.2
1973-06-01,,,,,85.6
1973-05-01,,,,,86.6
1973-04-01,,,,,86.7
1973-03-01,,,,,87.5
1973-02-01,,,,,85.2
1973-01-01,,,,,83.7
1972-12-01,,,,,80.7
1972-11-01,,,,,74.5
1972-10-01,,,,,73.0
1972-09-01,,,,,65.5
1972-08-01,,,,,62.9
1972-07-01,,,,,61.7
1972-06-01,,,,,57.7
1972-05-01,,,,,56.1
1972-04-01,,,,,55.0
1972-03-01,,,,,57.1
1972-02-01,,,,,52.6
1972-01-01,,,,,55.2
1971-12-01,,,,,53.3
1971-11-01,,,,,50.9
1971-10-01,,,,,50.9
1971-09-01,,,,,48.9
1971-08-01,,,,,49.7
1971-07-01,,,,,47.4
1971-06-01,,,,,47.9
1971-05-01,,,,,49.4
1971-04-01,,,,,48.9
1971-03-01,,,,,45.0
1971-02-01,,,,,44.2
1971-01-01,,,,,39.8
1970-12-01,,,,,37.5
1970-11-01,,,,,37.8
1970-10-01,,,,,39.0
1970-09-01,,,,,46.5
1970-08-01,,,,,46.1
1970-07-01,,,,,49.8
1970-06-01,,,,,66.1
1970-05-01,,,,,67.2
1970-04-01,,,,,48.7
1970-03-01,,,,,49.3
1970-02-01,,,,,57.7
1970-01-01,,,,,57.9
1969-12-01,,,,,66.8
1969-11-01,,,,,64.1
1969-10-01,,,,,66.8
1969-09-01,,,,,68.9
1969-08-01,,,,,70.3
1969-07-01,,,,,65.7
1969-06-01,,,,,67.0
1969-05-01,,,,,64.9
1969-04-01,,,,,63.9
1969-03-01,,,,,60.5
1969-02-01,,,,,60.1
1969-01-01,,,,,63.6
1968-12-01,,,,,58.3
1968-11-01,,,,,61.0
1968-10-01,,,,,53.3
1968-09-01,,,,,48.4
1968-08-01,,,,,47.8
1968-07-01,,,,,55.9
1968-06-01,,,,,49.9
1968-05-01,,,,,49.4
1968-04-01,,,,,49.0
1968-03-01,,,,,54.0
1968-02-01,,,,,53.9
1968-01-01,,,,,50.6
1967-12-01,,,,,49.9
1967-11-01,,,,,51.4
1967-10-01,,,,,51.1
1967-09-01,,,,,46.5
1967-08-01,,,,,44.8
1967-07-01,,,,,40.9
1967-06-01,,,,,36.5
1967-05-01,,,,,34.4
1967-04-01,,,,,36.9
1967-03-01,,,,,38.0
1967-02-01,,,,,49.9
1967-01-01,,,,,48.2
1966-12-01,,,,,57.9
1966-11-01,,,,,62.6
1966-10-01,,,,,68.7
1966-09-01,,,,,72.4
1966-08-01,,,,,74.3
1966-07-01,,,,,73.1
1966-06-01,,,,,71.6
1966-05-01,,,,,74.6
1966-04-01,,,,,79.3
1966-03-01,,,,,86.4
1966-02-01,,,,,80.1
1966-01-01,,,,,74.9
1965-12-01,,,,,73.5
1965-11-01,,,,,65.1
1965-10-01,,,,,59.1
1965-09-01,,,,,61.2
1965-08-01,,,,,65.4
1965-07-01,,,,,65.1
1965-06-01,,,,,69.3
1965-05-01,,,,,68.9
1965-04-01,,,,,69.4
1965-03-01,,,,,65.9
1965-02-01,,,,,68.1
1965-01-01,,,,,68.5
1964-12-01,,,,,67.8
1964-11-01,,,,,70.3
1964-10-01,,,,,71.2
1964-09-01,,,,,71.9
1964-08-01,,,,,66.2
1964-07-01,,,,,61.8
1964-06-01,,,,,57.6
1964-05-01,,,,,61.4
1964-04-01,,,,,57.7
1964-03-01,,,,,60.3
1964-02-01,,,,,51.9
1964-01-01,,,,,55.3
1963-12-01,,,,,47.6
1963-11-01,,,,,48.7
1963-10-01,,,,,47.4
1963-09-01,,,,,49.7
1963-08-01,,,,,48.5
1963-07-01,,,,,43.6
1963-06-01,,,,,56.3
1963-05-01,,,,,56.4
1963-04-01,,,,,58.2
1963-03-01,,,,,54.9
1963-02-01,,,,,51.0
1963-01-01,,,,,50.4
1962-12-01,,,,,50.1
1962-11-01,,,,,48.7
1962-10-01,,,,,46.7
1962-09-01,,,,,45.1
1962-08-01,,,,,43.7
1962-07-01,,,,,45.1
1962-06-01,,,,,43.3
1962-05-01,,,,,45.2
1962-04-01,,,,,47.4
1962-03-01,,,,,57.0
1962-02-01,,,,,56.2
1962-01-01,,,,,57.1
1961-12-01,,,,,55.8
1961-11-01,,,,,51.1
1961-10-01,,,,,52.4
1961-09-01,,,,,50.7
1961-08-01,,,,,50.6
1961-07-01,,,,,49.4
1961-06-01,,,,,49.3
1961-05-01,,,,,47.9
1961-04-01,,,,,47.5
1961-03-01,,,,,42.1
1961-02-01,,,,,41.1
1961-01-01,,,,,39.2
1960-12-01,,,,,40.4
1960-11-01,,,,,37.6
1960-10-01,,,,,36.2
1960-09-01,,,,,37.3
1960-08-01,,,,,38.0
1960-07-01,,,,,35.8
1960-06-01,,,,,34.8
1960-05-01,,,,,32.3
1960-04-01,,,,,28.9
1960-03-01,,,,,28.8
1960-02-01,,,,,31.7
1960-01-01,,,,,46.2
1959-12-01,,,,,53.7
1959-11-01,,,,,54.6
1959-10-01,,,,,58.5
1959-09-01,,,,,57.5
1959-08-01,,,,,57.4
1959-07-01,,,,,59.1
1959-06-01,,,,,63.7
1959-05-01,,,,,63.0
1959-04-01,,,,,64.8
1959-03-01,,,,,66.3
1959-02-01,,,,,67.3
1959-01-01,,,,,61.8
1958-12-01,,,,,56.4
1958-11-01,,,,,55.8
1958-10-01,,,,,52.4
1958-09-01,,,,,51.1
1958-08-01,,,,,44.7
1958-07-01,,,,,43.0
1958-06-01,,,,,39.2
1958-05-01,,,,,38.5
1958-04-01,,,,,35.5
1958-03-01,,,,,34.0
1958-02-01,,,,,31.0
1958-01-01,,,,,30.3
1957-12-01,,,,,27.3
1957-11-01,,,,,27.8
1957-10-01,,,,,32.6
1957-09-01,,,,,28.8
1957-08-01,,,,,30.8
1957-07-01,,,,,36.8
1957-06-01,,,,,30.0
1957-05-01,,,,,30.0
1957-04-01,,,,,28.9
1957-03-01,,,,,26.3
1957-02-01,,,,,31.2
1957-01-01,,,,,36.3
1956-12-01,,,,,39.5
1956-11-01,,,,,44.6
1956-10-01,,,,,40.1
1956-09-01,,,,,42.8
1956-08-01,,,,,46.8
1956-07-01,,,,,53.9
1956-06-01,,,,,41.0
1956-05-01,,,,,38.6
1956-04-01,,,,,51.0
1956-03-01,,,,,51.0
1956-02-01,,,,,51.3
1956-01-01,,,,,53.5
1955-12-01,,,,,61.4
1955-11-01,,,,,64.9
1955-10-01,,,,,66.5
1955-09-01,,,,,66.3
1955-08-01,,,,,64.3
1955-07-01,,,,,67.0
1955-06-01,,,,,65.7
1955-05-01,,,,,68.7
1955-04-01,,,,,71.9
1955-03-01,,,,,68.5
1955-02-01,,,,,67.2
1955-01-01,,,,,60.6
1954-12-01,,,,,54.5
1954-11-01,,,,,51.9
1954-10-01,,,,,49.5
1954-09-01,,,,,43.6
1954-08-01,,,,,36.4
1954-07-01,,,,,38.1
1954-06-01,,,,,35.8
1954-05-01,,,,,34.3
1954-04-01,,,,,30.3
1954-03-01,,,,,28.0
1954-02-01,,,,,26.9
1954-01-01,,,,,23.6
1953-12-01,,,,,21.8
1953-11-01,,,,,20.2
1953-10-01,,,,,20.7
1953-09-01,,,,,23.2
1953-08-01,,,,,26.5
1953-07-01,,,,,28.5
1953-06-01,,,,,33.3
1953-05-01,,,,,35.1
1953-04-01,,,,,38.6
1953-03-01,,,,,41.8
1953-02-01,,,,,41.8
1953-01-01,,,,,41.5
1952-12-01,,,,,43.5
1952-11-01,,,,,45.0
1952-10-01,,,,,43.3
1952-09-01,,,,,42.7
1952-08-01,,,,,41.2
1952-07-01,,,,,47.4
1952-06-01,,,,,33.0
1952-05-01,,,,,22.4
1952-04-01,,,,,19.4
1952-03-01,,,,,18.8
1952-02-01,,,,,24.9
1952-01-01,,,,,31.3
1951-12-01,,,,,33.6
1951-11-01,,,,,34.9
1951-10-01,,,,,47.2
1951-09-01,,,,,46.4
1951-08-01,,,,,32.0
1951-07-01,,,,,32.2
1951-06-01,,,,,36.7
1951-05-01,,,,,45.0
1951-04-01,,,,,65.7
1951-03-01,,,,,85.1
1951-02-01,,,,,93.3
1951-01-01,,,,,88.7
1950-12-01,,,,,87.5
1950-11-01,,,,,79.1
1950-10-01,,,,,70.3
1950-09-01,,,,,73.7
1950-08-01,,,,,81.7
1950-07-01,,,,,89.4
1950-06-01,,,,,76.5
1950-05-01,,,,,82.9
1950-04-01,,,,,68.8
1950-03-01,,,,,72.0
1950-02-01,,,,,68.0
1950-01-01,,,,,56.3
1949-12-01,,,,,52.2
1949-11-01,,,,,51.5
1949-10-01,,,,,46.1
1949-09-01,,,,,39.9
1949-08-01,,,,,33.0
1949-07-01,,,,,22.4
1949-06-01,,,,,15.0
1949-05-01,,,,,15.5
1949-04-01,,,,,16.2
1949-03-01,,,,,12.4
1949-02-01,,,,,13.1
1949-01-01,,,,,16.6
1948-12-01,,,,,17.7
1948-11-01,,,,,28.0
1948-10-01,,,,,28.7
1948-09-01,,,,,28.3
1948-08-01,,,,,31.2
1948-07-01,,,,,36.8
1948-06-01,,,,,38.4
1948-05-01,,,,,40.4
1948-04-01,,,,,41.6
1948-03-01,,,,,32.7
1948-02-01,,,,,37.1
1948-01-01,,,,,36.3
