Date,% Higher,% Same,% Lower,Net,Index
1952-06-01,14.0,60.0,26.0,-12.0,43.5
1952-05-01,9.0,67.0,24.0,-15.0,42.7
1952-04-01,12.0,65.0,23.0,-11.0,43.3
1952-03-01,10.0,63.0,27.0,-17.0,41.8
1952-02-01,7.0,66.0,27.0,-20.0,44.8
1952-01-01,15.0,56.0,29.0,-14.0,46.9
1951-12-01,18.0,64.0,18.0,0.0,51.8
1951-11-01,16.0,68.0,16.0,0.0,50.2
1951-10-01,21.0,65.0,14.0,7.0,51.1
1951-09-01,17.0,69.0,14.0,3.0,48.6
1951-08-01,,,,,51.7
1951-07-01,31.0,50.0,19.0,12.0,53.2
1951-06-01,27.0,60.0,13.0,14.0,56.4
1951-05-01,32.0,52.0,16.0,16.0,58.8
1951-04-01,32.0,57.0,11.0,21.0,61.9
1951-03-01,43.0,51.0,6.0,37.0,72.0
1951-02-01,39.0,50.0,11.0,28.0,73.7
1951-01-01,38.0,51.0,11.0,27.0,67.8
1950-12-01,30.0,61.0,9.0,21.0,65.1
1950-11-01,40.0,53.0,7.0,33.0,66.7
1950-10-01,49.0,45.0,6.0,43.0,65.6
1950-09-01,62.0,35.0,3.0,59.0,72.2
1950-08-01,69.0,30.0,1.0,68.0,72.3
1950-07-01,55.0,42.0,3.0,52.0,72.5
1950-06-01,49.0,49.0,2.0,47.0,71.9
1950-05-01,38.0,55.0,7.0,31.0,69.8
1950-04-01,31.0,60.0,9.0,22.0,63.4
1950-03-01,26.0,54.0,20.0,6.0,56.9
1950-02-01,17.0,54.0,29.0,-12.0,51.1
1950-01-01,28.0,52.0,20.0,8.0,57.7
1949-12-01,23.0,52.0,25.0,-2.0,52.6
1949-11-01,21.0,44.0,35.0,-14.0,42.9
1949-10-01,24.0,49.0,27.0,-3.0,43.7
1949-09-01,33.0,48.0,19.0,14.0,51.4
1949-08-01,21.0,52.0,27.0,-6.0,40.0
1949-07-01,14.0,45.0,41.0,-27.0,34.8
1949-06-01,7.0,42.0,51.0,-44.0,27.2
1949-05-01,8.0,38.0,54.0,-46.0,29.0
1949-04-01,10.0,40.0,50.0,-40.0,31.6
1949-03-01,8.0,41.0,51.0,-43.0,31.1
1949-02-01,7.0,34.0,59.0,-52.0,28.3
1949-01-01,11.0,42.0,47.0,-36.0,34.1
1948-12-01,7.0,59.0,34.0,-27.0,39.0
1948-11-01,14.0,60.0,26.0,-12.0,44.0
1948-10-01,25.0,56.0,19.0,6.0,47.5
1948-09-01,20.0,63.0,17.0,3.0,46.1
1948-08-01,,,,,46.1
1948-07-01,27.0,55.0,18.0,9.0,49.1
1948-06-01,22.0,61.0,17.0,5.0,50.8
1948-05-01,22.0,52.0,26.0,-4.0,51.8
1948-04-01,12.0,59.0,29.0,-17.0,43.9
1948-03-01,14.0,52.0,34.0,-20.0,44.0
1948-02-01,13.0,68.0,19.0,-6.0,55.8
1948-01-01,20.0,63.0,17.0,3.0,54.8
